Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
sa'an ko				our language			nuestro idioma					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
sa'an ko				our language			nuestro idoma					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
sa'an ko				our language			nuestro idioma					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
sa'an ko				our language			nuestro idioma					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
sa'an ko				our language			nuestro idioma					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
saa				bird			pájaro					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
kui in ña'a va'a suu saan				it is better than			es mejor que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
saan				that way			de esta manera					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
ma sana ino				let's not forget	we should not forget	we forget	no olividemos	olividamos				Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
ma sana ino				we should not forget			no debemos olividar					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
sara				and			y					Nachaa ra naka'vo sara naka'an toko sa'an ko .	(Let's write), read and speak our language again.	(Vamos escribir), leer, y hablar nuestra idioma de nuevo.
sara				and then			y					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
saxchila		variant of "sa'an xchila"		Spanish			español					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
				everything			todo					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
sto'o				owner			dueño					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
kui in ña'a va'a suu saan				it is better than			es mejor que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
ta kii ta kii				day by day			día a día					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
ta kii ta kii				day by day			día a día					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
takua				so that			para que					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
toko				again			de nuevo					Nachaa ra naka'vo sara naka'an toko sa'an ko .	(Let's write), read and speak our language again.	(Vamos escribir), leer, y hablar nuestra idioma de nuevo.
tono				like			como					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
tsaa kana kava				we will come to fall			llegaremos a caer					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
tsini ñu'u				have to			tener que					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
kuankua'nu tu		what is the "ka" doing here?		grows			crece					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
tu'un				word			palabra					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kui in ña'a va'a suu saan				it is better than			es mejor que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kui ña va'a				it's a good thing			es una cosa buena					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
ñu'u va'a				in rich soil			en tierra rica					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
vari kui ña va'a ka				it's a good thing			es una cosa buena					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
vari				because			porque					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
vari				because			por qué					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
vari kui ña va'a ka				it's a good thing			es una cosa buena					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
yee				there are			hay					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
yutu				tree			arból					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
ña				that			que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
ña				that			esto					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
ña				it			lo					Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.
kui ña va'a				it's a good thing			es una cosa buena					Tsa'a ña ma sana ino sa'an ko vari kui ña va'a ka .	That's why we shouldn't forget our language, because it is a good thing.	Por esto no debemos olividar nuestro idioma, por qué es una cosa buena.
tsa'a ña				that's why			por esto					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
vari kui ña va'a ka				it's a good thing			es una cosa buena					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
kui in ña'a va'a suu saan				it is better than			es mejor que					Ma sana ino ña vari kui in ña'a va'a ka suu saan sa'an xchila , vari sa'an ko ra kuu ntakano nti'i so ña ka'an ko , vari saxchila ra yee tu'un kue kuu ka'an .	Let's not forget it because it is better than spanish, because our language can say everything that we are thinking and Spanish has words that we cannot say.	No lo olvidemos por qué es mejor que el español, por qué en nuestro idioma podemos decir todo lo que pensamos por qué en español hay palabras que no podemos decir.
kue ñakuachi				to the little ones			a los pequeños					Tsa'a ña nasna'a sa'an ko nuu kue ñakuachi , takua nakutu'i ka'in sa'an ko , takua saan ra ma naa sa'an ko vari kui ña va'a ka .	Because of that I will teach the little one our language, so that they learn to speak it, so that this way our language will not dissapear.	Por esto yo voy a enseñar el pequeños nuestro idioma para que aprenden hablarlo, así nuestro idioma no desaparecerá.
tsini ñu'u				have to			tener que					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
ñu'u va'a				in rich soil			en tierra rica					Tatu nakuu ino ña tsini ñu'u naskua'a ko chaa ña , ra kuee kueni kukoo tono in yutu inkaa nuu ñu'u va'a , ña ta kii ta kii kuankua'nu ka tu .	If we feel like we have to study (?) then little by little we will be like a tree that is in rich soil, day by day it will grow.	Se nos sentimos que tenemos que estudiar, poco a poco estaremos como un arból que está en tierra rica, crece día a día.
nuu ñunu				in the net	net		en la red	red				Tsa'a ña naka'an sa'an ko , ma kuntaso ña , vari tatu nasana ino ña ra ntoo tono in saa ntoñu'u , tono in ntikachi koo sto'o sara tsaa kana kava tono in chaka nuu ñunu .	Because of that let's speak our language. Let's not reject it because if we forget it we will be like a lost bird and like a sheep without an owner and we will come to fall like a fish in a net.	Por esto vamos a hablar nuestro idioma. No lo rechacemos por qué si lo olvidamos estaremos como un pájaro perdido y como un borrego sin dueño y llegaremos a caer como un pez en la red.

