Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
uli				slingshot	his slingshot		resortera	honda	su resortera			Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
vari				because			porque					Sara ñasuii luu ka nikintoi ika ñantu'i nta'ia vari nikuaa .	Then the little boy fell and sat down crying because it was night time.	Y entonces el niño pequeño se cayó llorando porque estaba la noche.
vari				because			por qué					— Nta'i yu vari niyu'u ta yu .	I'm crying because I'm scared.	Estoy llorando por qué tengo miedo.
ve'u				your house			tu casa					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
vii				pretty			bonito					Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
xchaan		also means 'tomorrow', add to existing entry in Dictionary		the next day			el día siguente					Sara ta ntuu kii xchaan nta'i in ñasuii luu ka ñantu'i .	Then when it was morning the next day,....	Y cuando estaba la mañana el día siguente......
niyu'u xiin		the lemma of this is "yu'u xeen" and inflecting it for 3pers makes the vowel change in the adverbial portion of the MWE to "xiin". the lemma of this is "yu'u xeen" and inflecting it for 3pers makes the vowel change in the adverbial portion of the MWE to "xiin".		very scared			muy asustado					Sara ñasuii luu ka niyu'u xiin ra miki ka nitsa'in ka'nia saa .	Then the very scared little boy never returned to kill birds ever again.	Y el niño pequeño muy asustado nunca jamás volvió para matar pájaros.
kuntasya'a yo				I'll drop you off			to dejo					— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
nta'i yu				I'm crying			lloro	estoy llorando				— Nta'i yu vari niyu'u ta yu .	I'm crying because I'm scared.	Estoy llorando por qué tengo miedo.
niyu'u ta yu		also a phrase/MWE "yu'u ta yu" V ADV 1S also a phrase/MWE "yu'u ta yu" V ADV 1S		I'm scared			tengo miedo					— Nta'i yu vari niyu'u ta yu .	I'm crying because I'm scared.	Estoy llorando por qué tengo miedo.
naka'ncha yu				I'm chopping			estoy cortando	corto				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
naku'un yu				I'll go			voy a ir	irá				— Ma nta'iu , ra michu'mi naka'ncha yu tutu , ra nano'o , naku'un yu kuntasya'a yo ve'u , ra miki ka kaku ka'nu saa .	Don't cry, I'm chopping wood now. Let's go home, I'll go and I can drop you off at your house.....	No lloras, orita estoy cortando madera. Vamos a casa y yo iré y te dejo a tu casa.....
mancha yuku				up to a tree	tree		hasta un árbol	árbol				Sara ntava ti saan ni mancha yuku sara ntanaa tuku ñasuii luu ka saan ni .	And then, just like that the bird flew away up to a tree. And once again, the little boy once again followed it.	Y de repente, el pájaro salió volando hasta un árbol y de nuevo, el niño lo seguió.
nta'a in yutu				the branch of a tree	tree		la rama de un árbol	árbol				Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.
ña				the one that										
uli ña				his slingshot			su resortera	su honda				Sara in kii ra ntsinia in saa luu vii ta tumi ti , ra ntantuki uli ña ra nikitsai ki'nia ti .	Then one day he saw a little bird with very pretty feathers, he looked for his slingshot and started to shoot it.	Y un día vió un pájaro pequeño con plumas muy bonitas, buscó su resortera y empezó a tirarle.
ña		(check with speakers!) this appears to be a nominalizer "ña". Check why the verb would be inflected with "-a" though..			the crying			alguien estaba llorando	los gritos			Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ña				that			que					— ¿ Nchii sa'u ña nta'iu ?	Why are you crying?	¿Porqué estás llorando?
ñachaa				that man			aquel hombre					Sara nikachi ñachaa ka :	Then that man said:	Y aquel hombre dijó:
ñantu'i				he sat down			se sentó					Sara ñasuii luu ka nikintoi ika ñantu'i nta'ia vari nikuaa .	Then the little boy fell and sat down crying because it was night time.	Y entonces el niño pequeño se cayó llorando porque estaba la noche.
ñantu'i				sat down			se sentó					Sara ta ntuu kii xchaan nta'i in ñasuii luu ka ñantu'i .	Then when it was morning the next day,....	Y cuando estaba la mañana el día siguente......
nuu ñantu'i				where he was sitting	he sat		dónde sentaba	sentó				Sara in chaa ntuku tutú ntsini so'o ra ña nta'ia ra ntsa'an ra ntsanche'e ra nuu ñantu'i .	Then a man looking for wood heard the crying and came up to and saw where the boy was sitting down.	Y un hombre buscando madera oyó los gritos y vinó y vió dónde el niño se estaba sentado.
ñasuii luu				little boy			pequeño niño					In kii ntsio in ñasuii luu .	One upon a time liver was a little boy.	Érase una vez vivía un niño.
ñasuii				boy			niño					Sara saa luu ka ntava ti , ntsikuntu'u ti nta'a in yutu ra ntsa'an tuku ñasuii luu ka , niki'ni tuki ti ra niyu'u saa luu ka .	Then the little bird flew away. It was sitting on a tree branch and the little boy came back and again shot at it again as he approached the little bird.	Y el pájaro pequeño pájaro salió volando. Se sentaba en una rama de árbol y el niño pequeño volvió y le tiró de nuevo cuando acercaba el pájaro pequeño.

