Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
kitsaa na				arrive	begin		llega	empieza				Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tsa'ncha na				they chop			cortan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntasatutu na				they collect			recogen					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntasava'a na				they prepare			preparan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
chi'i na				they water			riegan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
nikitsaa na				they began			empezarion					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntata'vi na				they till			labran					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tsani na				they dig			cavan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
chi'i na				they water			riegan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tsatsi na				people eat	they eat		le gente comen	comen				Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
chi'i na				they pour			echan					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
tu'un na				they pull			tiran					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
chika na				they put			ponen					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
				many people			mucha gente					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
tsaki na				they plant			plantan					Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
tsatsi na				people eat			la gente comen					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
xiko na				they sell			venden					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
skee na				they harvest			cosechan					Kue nivi skee na itu .	The people harvest the field.	La gente cosechan el campo.
katsi na				they eat			comen					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
chika vá'a na				they store away			guardan					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
kani na				they hit			golpean					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
satutu na				they collect			recogen					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
tsaki na				they plant			plantan					Nuu yee chikuii tsaki na aju , tikumi , kulantru , lechuga tsi lenteja .		
satutu na				they harvest			cosechan					Saani tuku satutu na iki tsi tintuyu .	And then again they harvest the pumpkin and squash.	Y de nuevo, cosechan la calabaza y (?).
tata na'a		
                  check on this with speakers, check on phrasing; make related entry in dictionarycheck on this with speakers, check on phrasing; make related entry in dictionary		farming work			trabajo de cultivo					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
xchaan na'a				in the morning			por la mañana					Vitsi ntisaan so xchaan na'a .	It is always very cold in the morning.	Hace siempre frío por la mañana.
naña				squash								Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
ntuchi ncha'i				black beans			frijoles negros					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
nchatu na				they wait			esperan					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
nche'e				peach			durazno					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
nche'e nkutsi				?								Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
nchichi				?			?					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
nchika				?								Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
yoko nchu'a so		
                  add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.		it's very hot			hace mucho calor					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
kuun nchu'a savi		
                  use this example in dictionaryuse this example in dictionary		it rains	a lot		llueve	mucho				Kue yoo yo'o kuun nchu'a savi .	These months it rains a lot.	En estes meses llueve mucho.
vii nchu'a				very well			muy bien					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
nchu'a				a lot	many		mucho					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
kua'a nchu'a				many	a lot of		mucha					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
nii				corn			maiz					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
nikitsaa				begins			empieza					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
nikitsaa na				they began			empezarion					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ma nita'via				have not boomed	bloomed		no floreció	floreció				Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
nivi				people			gente					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
				people			la gente					Kue nivi skee na itu .	The people harvest the field.	La gente cosechan el campo.
ntane'e na		
                  (TS) Here when the corn plants are small, the plow it so it will redeposit onto the ground so it can grow bigger(TS) Here when the corn plants are small, the plow it so it will redeposit onto the ground so it can grow bigger		pick up			recogen					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
ntasa'a na				they do			hacen					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
ntasatutu na				they collect			recogen					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntasava'a na				they prepare			preparan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntata'vi ti				it (animal) tills			él (animal) ara					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
ntata'vi na				they till			labran					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntayo'o				dry corn plant								Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
ntayo'o				dry corn brush			hojas de maiz					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
ntikachi				sheep			oveja					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
ntiki				seed	cilantro seed		semilla	semilla de cilantro				Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
ntiki				seed			semilla					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
ntisaan so				always			siempre					Vitsi ntisaan so xchaan na'a .	It is always very cold in the morning.	Hace siempre frío por la mañana.
ntixi				corn			maíz					Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
ntoo				cactus								Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
ntua ña'mi				vegitable yams			ñame					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
ntua taya'a				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
				vegitable yams			ñame verdura					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
ntuchi				bean			frijol					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
												Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
nuu ñu'u				on the ground			en la tierra					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
nuu				where			donde					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
octubre				October			octubre					Yoo vitsi kuu octubre mancha enero .	Cold season is from October until January.	La estación fría va de octubre a enero.
sachuun kuena				they work			trabajan					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
sachuun na				their work			su trabajo					Kitsaa na sachuun na su'a :	People begin their work like this:	La gente empiezan su trabajo así:
sara				then			y					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
sara				then			pues					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
sara				then			y pues					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
satutu na				they collect			recogen					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
satutu na				they harvest			cosechan					Saani tuku satutu na iki tsi tintuyu .	And then again they harvest the pumpkin and squash.	Y de nuevo, cosechan la calabaza y (?).
kue kuun savi				it doesn't rain			no llueve					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
savi				rain			lluvia					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
kuun savi		
                  use this example in dictionaryuse this example in dictionary		it rains			llueve					Kue yoo yo'o kuun nchu'a savi .	These months it rains a lot.	En estes meses llueve mucho.
				Rain Season			estación de lluvia					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
kuun savi				it rains			llueve					Kue kuun savi .	It doesn't rain.	No llueve.
septiembre				September			septiembre					Yoo savi kuu mayo mancha septiembre .	The Rain Season is May to September	La estación de lluvia es desde mayo hasta septiembre
skana na				they plant			sembran					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
skana				sow			sembra					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
skee na				they harvest			cosechan					Kue nivi skee na itu .	The people harvest the field.	La gente cosechan el campo.
yoko nchu'a so		
                  add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.		it's very hot			hace mucho calor					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
tinana soo				?			?					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
stiki				bull			toro					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
stiki				cow			toro					Kani na ntuchi , satutu na ntayo'o katsi kue lurru , stiki , kiti tsi ntikachi .	They hit the beans, they collect the dry parts of the corn plants that the donkeys, bulls, horses, and sheep eat.	Golpean los frijoles, recogen las hojas secas que comen los burros, toros, caballos, y ovejas
                  
su'a				like this			así					Kitsaa na sachuun na su'a :	People begin their work like this:	La gente empiezan su trabajo así:
tsika ta tachi		
                  add expression to dictionary as related entry(?) to windadd expression to dictionary as related entry(?) to wind		it's very windy			es muy ventoso					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
ta				?								Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
ta				when			cuando					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
tsika ta tachi		
                  add expression to dictionary as related entry(?) to windadd expression to dictionary as related entry(?) to wind		it's very windy			es muy ventoso					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
takua				for			para					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
takua				in order to			para					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tata na'a		
                  check on this with speakers, check on phrasing; make related entry in dictionarycheck on this with speakers, check on phrasing; make related entry in dictionary		farming work			trabajo de cultivo					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
tata				crop			cultivo					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
tata				fetilizer			fertilizante	abono				Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
tava na				?			?					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
