Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
nchii tsio				the side where			el lado dónde					Ntana'a in linia nchii tsio kunki'vu cha nchii tsio kunkeu .	Draw a line from the side where you enter and the side where you come out.	Dibuja una linea de dónde entras y el lado dónde sales.
tsio				side			lado					Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
tsito ti				is looking at			mira	está mirando				Tina yo'o tsito ti ichi kunkii ti staa inkaa mancha ini yo'o .	This dog is looking at the path, he's going to get the tortillas that are inside.	Este perro está mirando el camino, va a obtener las tortillas que estan adentro.
tukui'i				fruit tree			árbol frutal					Choko yo'o nikee ti kua ntuku ti ña katsi ti ra ntane'e ti in tukui'i .	This ant came out looking for something to eat and he found a fruit tree.	Esta hormiga salió buscando algo a comer y encontré algo en un árbol frutal.
vichi				now			ahora					Cha vichi ra kee tsio ku tsio kua'a .	And now come out on your right.	Y ahora sal a tu derecha.
yo'o				this			este					Tina yo'o tsito ti ichi kunkii ti staa inkaa mancha ini yo'o .	This dog is looking at the path, he's going to get the tortillas that are inside.	Este perro está mirando el camino, va a obtener las tortillas que estan adentro.
yo'o				here			aquí					Tina yo'o tsito ti ichi kunkii ti staa inkaa mancha ini yo'o .	This dog is looking at the path, he's going to get the tortillas that are inside.	Este perro está mirando el camino, va a obtener las tortillas que estan adentro.
yo'o				this			este					Choko yo'o nikee ti kua ntuku ti ña katsi ti ra ntane'e ti in tukui'i .	This ant came out looking for something to eat and he found a fruit tree.	Esta hormiga salió buscando algo a comer y encontré algo en un árbol frutal.
yo'o				this			este					Ntana'a in ichi ña choko yo'o naku'un ti mancha nuu inkaa kui'i luu yo'o .	Draw a path that this ant should go on to where the small fruit are.	Dibuja una linea por cual la hormiga caminar a dónde estan la fruta pequeña.
yo'o				here			aquí					Yo'o ra tsini ñu'u ntantuku ku ichi takua saan kitsau mancha nuu nti'i ichi yo'o .	Here you have to look for path so that you can get to everything here on this path.	Aquí tienes que buscar el camino para que llegues hasta todo en este camino.
ichi yo'o				this path			este camino					Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
ichi yo'o				this path			este camino					Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
ichi yo'o				this path			este camino					Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
ña				something			algo					Choko yo'o nikee ti kua ntuku ti ña katsi ti ra ntane'e ti in tukui'i .	This ant came out looking for something to eat and he found a fruit tree.	Esta hormiga salió buscando algo a comer y encontré algo en un árbol frutal.
ña				that			por cual					Ntana'a in ichi ña choko yo'o naku'un ti mancha nuu inkaa kui'i luu yo'o .	Draw a path that this ant should go on to where the small fruit are.	Dibuja una linea por cual la hormiga caminar a dónde estan la fruta pequeña.
tsini ñu'u				you have to			tienes que					Yo'o ra tsini ñu'u ntantuku ku ichi takua saan kitsau mancha nuu nti'i ichi yo'o .	Here you have to look for path so that you can get to everything here on this path.	Aquí tienes que buscar el camino para que llegues hasta todo en este camino.
Tsini ñu'u				have to			tener que	tienes que				Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
Tsini ñu'u				have to			tener que	tienes que				Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.
tsini ñu'u				you have to			tienes que					Yo'o ra tsini ñu'u ntantuku ku nchii tsio ki'vu takua saan kuu ntasatutu nti'u ntivi .	Here you have to look for the way to enter in order to collect all of your eggs.	Aquí tienes que buscar la manera a entrar para que recogas todos tus huevos.
Tsini ñu'u				have to			tener que	tienes que				Tsini ñu'u ki'vu ichi yo'o sara ntantuku ku nixi kee tsio ku .	You have to enter this path and then you have to come out on the other side.	Tienes que entrar este camino y tienes que salir al otro lado.

