Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
tsa				until			hasta					Ntsinia ña tsa ntsitu titsia .	He drank so much that his stomach was filled with water.	Bibió tanto que su estómago estaba lleno de agua.
vari tsa'a ña				in order to			para					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
tsakui				cried			lloró					Sara nikitsaa stiki ka tsakui vari ntsi'i likui ka .	Then the bull began to cry because the frog died.	Y el toro empezó a llorar porque el sapo murió
tsatsi				I eat			como					— Ña tsatsi kuu ntayo'o , ku'u tsi icha sara tsi'i kua'a xeen chikuii .	I eat what is harvested, weeds and grass and then I drink a lot of water.	Lo que como lo que es cochestado, las malas hierbas y hierba, y bebo mucha agua.
tsatsu				you eat			comes					— ¿ A nchii ? kuu ña tsatsu ña ka'nu tuu ?	What is it that you eat that you are so big?	¿Qué cosa comes para ser así grande?
tsi				and			y					— Ña tsatsi kuu ntayo'o , ku'u tsi icha sara tsi'i kua'a xeen chikuii .	I eat what is harvested, weeds and grass and then I drink a lot of water.	Lo que como lo que es cochestado, las malas hierbas y hierba, y bebo mucha agua.
tsi'a				drank			bebió					Sara ntsai yu'u yucha ka sara ntsikutanchii nuu yuu ka sara nikitsai tsi'a chikuii .	Then he came to the river bed and then leaned from a rock and started to drink water.	Y vinó al orilla del río y se inclinó de una piedra y empezó a beber agua.
tsi'i				I drink			bebo					— Ña tsatsi kuu ntayo'o , ku'u tsi icha sara tsi'i kua'a xeen chikuii .	I eat what is harvested, weeds and grass and then I drink a lot of water.	Lo que como lo que es cochestado, las malas hierbas y hierba, y bebo mucha agua.
tsinia		is this different from the item in "know"? is this different from the item in "know"?		it felt			sintió					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
tsion				ourselves			nosotros					Nako'o ta chikuii ra takua nantoo tono mee stiki , ra takua saan nakachia tsion :		
tunto'o				problem			problema					— Vá'a ña likui ka kunia ña ntuka'nui tono meeko kua'a xeen tunto'o nikui .	It was bad that the frog wanted to get big like me because of the problems that it caused him. 	Era malo que el sapo quiería devenir grande como yo dado todos las problemas que le passaron.
tuu				so			así					— ¿ A nchii ? kuu ña tsatsu ña ka'nu tuu ?	What is it that you eat that you are so big?	¿Qué cosa comes para ser así grande?
ka'nu tuu		is this 'you are so big'? are the "uu" inflected for 2pers?		so big								¿ Chanu va'a ña ka'nu tuu ra ta niya'a yucha ka ra luu ntsio ku ? "		
u'un				five			cinco					Ta kaa u'un ixchaan ntakoi ntsichia .	When it was five in the morning it got up and croaked.	Cuando eran las cinco en la mañana se levantó y croó.
chanu va'a				that's why			esto es porque					¿ Chanu va'a ña ka'nu tuu ra ta niya'a yucha ka ra luu ntsio ku ? "		
												— Vari tatu nantanchiko ko yo'o katso icha ra kini kutsa'in , ña va'a ka nakutsi ko ña		
vari				because			por causa de					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
vari tsa'a ña				in order to			para					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
vi		is "A nchíí vi ..." an expression?		pleasant			?					— ¿ A nchíí vi kunku'un ?	Where are you going?	Adonde vas?
vitsi xeen				very cold			muy frío					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
vitsi xeen				very cold			muy frío					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
vitsi xeen				very cold			muy frío					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
vitsi xeen				very cold			muy frío					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
kua'a xeen		this could be put in the dictionary as a related entry to "kua'a" or "xeen"		a lot			mucho					— Ña tsatsi kuu ntayo'o , ku'u tsi icha sara tsi'i kua'a xeen chikuii .	I eat what is harvested, weeds and grass and then I drink a lot of water.	Lo que como lo que es cochestado, las malas hierbas y hierba, y bebo mucha agua.
kuacha xeen		copular adj phrase? this isn't inflected since the subject/actor is following explicitly. copular adj phrase? this isn't inflected since the subject/actor is following explicitly.		was very happy			estaba feliz					Sara kuacha xeen likui ntakuian sketi sketi .	Then the frog was very happy, got up and hopped off.	Y el sapo estaba muy feliz, se levantó y salió saltando.
kua'a xeen				a lot			mucho					— Vá'a ña likui ka kunia ña ntuka'nui tono meeko kua'a xeen tunto'o nikui .	It was bad that the frog wanted to get big like me because of the problems that it caused him. 	Era malo que el sapo quiería devenir grande como yo dado todos las problemas que le passaron.
yo'o				here			aquí					— Vari tatu nantanchiko ko yo'o katso icha ra kini kutsa'in , ña va'a ka nakutsi ko ña		
kunku'un yu				I will go			me voy	iré				— Vasa ni kunku'un yu	I'm not going anywhere.	No me voy en alguna parte.
yu'u in yucha				the bank of a river			al orilla de un río					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
yu'u yucha				river bank			orilla del río					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
yu'u in yucha				the bank of a river			al orilla de un río					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
yucha				bull			toro					Sara ntsaa in stiki yucha ka vari kunku'in katsa'in kava .	Then a bull arrived at the lake because it was going to go eat (?).	Y llegó un toro porque él iba a comer (?)
yucha				creek			arroyo					¿ Chanu va'a ña ka'nu tuu ra ta niya'a yucha ka ra luu ntsio ku ? "		
				from a rock	rock		de una piedra	piedra				Sara ntsai yu'u yucha ka sara ntsikutanchii nuu yuu ka sara nikitsai tsi'a chikuii .	Then he came to the river bed and then leaned from a rock and started to drink water.	Y vinó al orilla del río y se inclinó de una piedra y empezó a beber agua.
ña				that which			lo que					— Ña tsatsi kuu ntayo'o , ku'u tsi icha sara tsi'i kua'a xeen chikuii .	I eat what is harvested, weeds and grass and then I drink a lot of water.	Lo que como lo que es cochestado, las malas hierbas y hierba, y bebo mucha agua.
vari tsa'a ña				in order to			para					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
ña				that			que					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
												— Vari tatu nantanchiko ko yo'o katso icha ra kini kutsa'in , ña va'a ka nakutsi ko ña		
ña				it			lo					— Vari tatu nantanchiko ko yo'o katso icha ra kini kutsa'in , ña va'a ka nakutsi ko ña		
ñantu'i		(Check with speakers) this is an example of the relativizer being attached to a verb to make a relative verb phrase "ña-". This is a prefix here 		that sat			que se sentó					In kii in likui ñantu'i yu'u in yucha vari vitsi xeen tsinia .	One day a frog was sitting on the bank of a river because it was very cold.	Un día un sapo se sentaba en la orilla de un río porque hacía muy frío.
ñantu'i		check with speakers about "ña-"		it sat			se sentó					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
ñantu'i		check with speakers on "ña-" here too. check with speakers on "ña-" here too.		it sat			se sentó					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
ñantu'i				sitting			se sienta					vari tsa'a ña kunia kunchi'i ña kisi so likui ka ñantu'i yu'u yucha ka .	It sat down on the river bank to see the toad that was shivering.	Se sentó al orilla del río para ver el sapo que temblava.
ñantu'u		check with speakers, is this a variant verb form or a combination with relativizer?!		that sat			que se sentó					Sara ntsinia nuu ñantu'u likui ka kisi so nui ñantu'i , vari vitsi xeen chikuii ka ra ñantu'i nuu nikanchii takua nantasaa sati .	Then it saw where the frog was sitting where it was shivering where it was laying, it was very cold because the water was very cold, it was sitting in the sun in order to warm up it's back.	Y vió donde se sentaba y temblaba el sapo porque era muy frío porque el agua era muy frío, se sentaba en el sol para calentarse su espalda.
titsi ñu'u				in the ground	stomach + ground	ground	en la tierra	tierra				Sara nai likui ka kua'in kunkutsia ti titsi ñu'u .	Then it picked up the frog and went to bury it in the ground.	Y recogió el sapo y se fue a enterrarlo en la tierra.

