Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ña'á				woman			mujer					In kii ra in ña'á kua'a ta staa nchai .	One day a woman was making a lot of tortillas.	Érase una vez una mujer hacía muchas tortillas.
ma ntsa'i mii ña'á				did not allow the woman to eat him	didn't allow himself to be eaten by the woman		no se permitió a ser comido por la mujer					Staa nti'i ka ra ma ntsa'i mii katsi ña'á ka .	The fat tortilla did not allow itself to get eaten by the woman.	La tortilla gorda no se permitió a ser comido por la mujer.
inkaa in ña'á				there was a woman			>había una mujer					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
kua'an in ñasi'i luu				a small girl came			vino una niña pequeña					Sara chain yutu ka inkaa staa ka sara ntsinia kua'an in ñasi'i luu tsi in tsikavichi uun .	Then the tortilla was up in a tree and it saw a small girl coming with an empty basket.	Y la tortilla estaba en un arbol y vio una niña que acercaba con una canasta vacía.
ñasi'i luu yo'o				that little girl here			esta niña aquí					" Kuni yu ña ñasi'i luu yo'o nakatsia yu . "	I want this little girl to eat me.	Quiero que esta pequeña niña me coma.
nuu inkaa ñasi'i luu ka				towards the little girl			hacia la niña					Sketi nuu inkaa ñasi'i luu ka sara nikanti niketi ini tsikavichi ka .	It ran over to the little girl and then jumped and entered the basket.	Corrió hacia la niña y saltó en la canasta.
ñaña'á				that woman			aquella mujer					Sara ñaña'á ka ntatsia staa ka ra nikani :	And so that woman chased the tortilla and said:	Y entonces la mujer persiguió la tortilla y dijó:
sara nikachi ñaña'á ka				and then that woman said			y aqulla mujer dijó					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
in ñuu luu				a small town			un pueblo pequeño					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
ñá				that			la que					Ntsai in ñuu luu sara niya'i yachi nuu inkaa in ña'á ñá xiko taku sara nikachi ñaña'á ka :	It came to a small town and passed by where a woman selling tacos and that woman said:	Y llegó a un pueblo pequeño y se aproximó a un lugar dondé había una mujer que vendía tacos, y la mujer dijó:
ñáchaa				that man			aquel hombre					Cha ñáchaa ka ra nchaa ka katsia sara nikachia :	And then that man (?) to eat the tortilla and said:	

