Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
nuu				there			allí					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
nuu to'lo				to the rooster			al gallo					Cha nikachi kueyi nuu to'lo ka :	And they said to the rooster:	Y dijeron al gallo:
nuu inka ñuu				in another place			in un otro lugar					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
sa'a na				they made			hicieron					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
sara				then			pues					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
sata				back	the back of it's feet		el fondo	el fondo del pies				Nti'i so to'lo ka kumi ti chiin sata tsa'a ti .	All the roosters have claws on the back of their feet.	Todos los gallos tienen garras en el fondo de sus pies.
satu'va na				they prepare			preparan					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
nikuun savi				it rained			lluvia					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
si'vi				name			nombre					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
si'vi				name			nombre					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
siin siin				different			differente					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
siin siin				different			differente					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
skunani na				they named			llamaron					Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
Nti'i so				all			todo					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
vitsi nchu'a so				extremely cold	very cold		muy frío					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
Nti'i so				all	every		todos	cada				Nti'i so to'lo ka kumi ti chiin sata tsa'a ti .	All the roosters have claws on the back of their feet.	Todos los gallos tienen garras en el fondo de sus pies.
su'a				like this	like so		así					Cha ntsikana ti su'a : " Kikirikiii " .	And it sang like this: "Kikirikiii".	Y cantaba así: "quiquiriquí".
su'a				like so			así					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
ta				when			quando					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
takua				because of that	so		a causa de este	entonces				Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
takua				in order to			para					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
ti				it			él					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
ntsikana ti				it (animal) used to sing			él (animal) cantaba					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
ntsikana ti				it (animal) sang			él (animal) cantaba					Cha ntsikana ti su'a : " Kikirikiii " .	And it sang like this: "Kikirikiii".	Y cantaba así: "quiquiriquí".
niki'in kue'e ti		"ki'in kue'e" 'get sick'		it (animal) got sick			él (animal) se enfermo					In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
nikuni ti				it (animal) wanted			él (queria) quería					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
kana ti				it (animal) sang			cantó					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
nikana ti				it (animal) sang			él (animal) canto					Ta nikuni ti kana ti ra ma nikuu ka sara nikana ti su'a : " Kukerekuuu " .	When it wanted to sing it couldn't and then it sang like this: "Kukerekuuu".	Quando quería cantar no pudo, y pues canto así: "Kukerekuuu".
niku'u ti				it (animal) was sick			él (animal) era enfermo					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
kukuu ti				it (animal) becomes	starts the process to be		empeza a ser					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
kua'an ti				it (animal) went	it (animal) went alone		él (animal) se fue	él (animal) se fue solo				Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
ntsini ti				it (animal) saw			él (animal) vio					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
ntuche'e ti				it (animal) pecked			él (animal) picoteó					Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
tsi ti				with it (animal)			con él (animal)					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
niku'u ti				it (animal) got sick			se había enfermado					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
kumi ti				it (animal) has			él (animal) tiene					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
sata tsa'a ti				the back of it's feet			el fondo del pies					Nti'i so to'lo ka kumi ti chiin sata tsa'a ti .	All the roosters have claws on the back of their feet.	Todos los gallos tienen garras en el fondo de sus pies.
kaka na'a ti				it (animal) fights			él (animal) lucha					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
nani ti				it (animal) is called	it (animal) is named		él (animal) se llama					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
yee ti				it (animal) lives			él (animal) vive					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
Kumi ti				it (animal) has			él (animal) tiene					Kumi ti tumi ntiya'a .	It (animal) has brown feathers.	Él (animal) tiene plumas marrones.
to'lo				rooster			gallo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
kue to'lo				the roosters	the other roosters got the main one sick		los gallos	los otros gallos propagaron una enfermidad al principal				Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
nuu to'lo				to the rooster			al gallo					Cha nikachi kueyi nuu to'lo ka :	And they said to the rooster:	Y dijeron al gallo:
kue to'lo				the roosters			los gallos					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
kue to'lo na				their roosters			sus gallos					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
to'lo na				thier rooster			su gallo					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
inka kue to'lo				other roosters			otros gallos					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
to'lo				rooster			gallo					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
tono				like			como					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
tono				like			como					To'lo ka kumi ti siin siin si'vi tono " gallo dorado " a " gallo de roca " .	Roosters have different names like:"golden rooster" or "rock rooster".	Los gallos tienen nombres diferentes como: "gallo dorado" o "gallo de roca".
tsa'a				feet	people's feet		pies	los pies de la gente				Ntsa'an ti ika ntuche'e ti tsa'a kue nivi ka takua natatsi na ti .	It went there and pecked at the peoples feet so they would chase him.	Fue allí y picoteó a las pies de la gente entonces lo ahuyentaron.
tsa'a ña				for which reason			por lo que					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
tsa'a				foot	the back of it's feet		pie	el fondo del pies				Nti'i so to'lo ka kumi ti chiin sata tsa'a ti .	All the roosters have claws on the back of their feet.	Todos los gallos tienen garras en el fondo de sus pies.
tsi				and			y					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
tsi				with			con					Nti'i so kue nivi ka kuacha na tsi ti .	All of the people were happy with it.	Toda la gente eran felices con él.
tsi ti				with it (animal)			con él (animal)					Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
tsi				with			con					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
tsi				with			con					Kuni na satu'va na to'lo na takua kaka na'a ti tsi inka kue to'lo .	They want to prepare their rooster to fight other roosters.	Quierent preparar su gallo luchar con otros gallos.
tumi				feather			pluma					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
tumi				feather			pluma					Kumi ti tumi ntiya'a .	It (animal) has brown feathers.	Él (animal) tiene plumas marrones.
ña va'a				the best	good		bueno					— Meu kuu in to'lo ña va'a ka ñuu yo'o .	You are the best rooster in this town.	Eres el mejor gallo en este pueblo.
viko				party			fiesta					Ntsio in viko ñuu ka .	There was a party in the town.	Había una fiesta en el pueblo.
vitsi				cold	extremely cold	very cold	frío	muy frío				In kii ra vitsi nchu'a so ra nikuun savi cha niki'in kue'e ti .	One day it was extremely cold, it was raining and he got sick.	Un día era muy frío, lloraba y él se enfermo.
yee ti				it (animal) lives			él (animal) vive					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
nuu ñuu yo'o				in this town			en este pueblo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
yo'o				this			este					— Meu kuu in to'lo ña va'a ka ñuu yo'o .	You are the best rooster in this town.	Eres el mejor gallo en este pueblo.
yucha				lake			lago					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
mancha yucha				to the lake	lake		hasta el lago	lago				Kue nivi ka ntasaa na tsi ti , ntatsi kuena ti mancha yucha ka .	The people ran off with it, they followed it all the way to the lake.	La gente despegaron con él, lo sigueron hasta el lago.
ña				that			que							
ña				that			que					Che'e ta ntsikana ti ña inka ka kue to'lo ka ntsikuu ka nuu kueyi kani .	It was very beautiful when it sang, the other roosters made him sick.	Era muy lindo quando cantaba, los otros gallos le hiceron enfermar.
Tsa'a ña				because of the fact that	because		a causa de					Tsa'a ña niku'u ti , vari vá'a ka ti kukuu ti nchai .	Because of the fact that he was sick, he would become food.	Por lo que se había enfermado, empexa a ser comida.
ña				that								Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
ña va'a				the best								— Meu kuu in to'lo ña va'a ka ñuu yo'o .	You are the best rooster in this town.	Eres el mejor gallo en este pueblo.
ña				that	who		los que					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
tsa'a ña				for which reason			por lo que					Sara sa'a na ncha'a tsi kue to'lo tsi kue chata ña nikuntasi ti tsa'a ña niku'u ti .	Then the people made a salsa with the roosters and hens that chased him, because they got him sick.	Y hicieron una salsa (mole) con los gallos y las gallinas que lo rechazaban, por qué (por lo que) se había enfermado.
ña				it			lo					Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
ña				that	The rooster that doesn't sing		que	lo que	El gallo que no canta			Sara skunani na ña " To'lo ña kue kana ka " .	Then they named it: "The rooster that doesn't sing".	Y lo llamaron: "El gallo que no canta".
ña				that			lo que	que				Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".
ñasuii				boy			niño					Saan ra kua'an mitu'un ti yucha , sara ntsini ti in ñasuii luu inkai ma'in chikuii .	With all of this, he went alone to the lake, then he saw a little boy was there in the middle of the water.	Dado todo este, él fue solo al lago, pues él vio un niño estaba alli en la agua.
ñasuii				boy			niño					Cha nuu ntsini kueyi ña inkaa ñasuii luu ka ma'in chikuii .	And there they saw that there was a little boy in the water.	Y alla vieron que había un pequeño niño en la agua.
ñasuii				boy			niño					Nuu nti'i kueyi nchinchii ñasuii luu ka .	They all stood there with the boy. They all stood there looking at the boy.	Todos se pararon allí con el niño.
nuu ñuu yo'o				in this town			en este pueblo					In kii ra nuu ñuu yo'o ntsio in to'lo tumi kua'a tsi kuaan tono nikanchii .	One upon a time in this town, there was a rooster who had red and yellow feathers like the sun lived in this town.	Érase una vez en este pueblo, vivía un gallo con plumas rojas y amarillas como el sól.
ñuu				town			pueblo					Ntsio in viko ñuu ka .	There was a party in the town.	Había una fiesta en el pueblo.
ñuu				town			pueblo					— Meu kuu in to'lo ña va'a ka ñuu yo'o .	You are the best rooster in this town.	Eres el mejor gallo en este pueblo.
ñuu				town			pueblo					Sara kue nivi ka ntasama na si'vi ñuu ka .	Then the people decided to change the name of the town.	Y la gente cambiaron el nombre del pueblo.
ñuu				place			lugar					Cha kue nivi inka ñuu ntasaxeen na chiin kue to'lo na .	And the people in other towns sharpen the claws of the rooster.	Y la gente en outros pueblos afilan las garras de los gallos.
nuu inka ñuu				in another place			in un otro lugar					Yee in to'lo nani ti " gallo de roca " ña yee ti nuu inka ñuu nania " América del Sur " .	There is a rooster called "cock of the rock" that lives in another land called "South America".	Hay un gallo llamado "el gallo de roca" que vive en un outro país que se llama "America del Sur".

