Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
nikuu				became	it got hot			se calentó				Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ninti'i		(died? | was all?)										Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
nintoi		laying?										Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
nintoo		is the lemma "ntoo" is this 'laying'?		left behind			dejaron atras					Cha nintoo tintuu tichi ka ña vichi nania Krusi Tutichi .	And they left behind avocado pits, and now it's called "Krusi Tutichi".	Y dejaron atras huesos de aguacate, y ahora se llama "Krusi Tutichi".
nintoo		is this inflected?		left behind			dejaron					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
nintoo				laying								Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
nisa'a				did			hizó					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
nivi				people			gente					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
kue nivi				the people			la gente					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
				the people			la gente					Cha kue nivi ka ra ntuu na yuú .	And the people are there in rock to this day.	Y la gente estan allí hoy en día en piedra.
kue nivi				the people			la gente					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
nuu ntaa		is this a phrase or a proper compound		plain			llanura					Ntsaa na in nuu ntaa nuu va'a yee .	They arrived at a plain where it was very beautiful.	Llegaron a una llanura donde era muy bonita.
ntakacha na		usg of verb limited to domain of (clothes)		they washed			se lavaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntakacha na				they washed 			lavaron las ropas					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
ntsinu ntakacha na				they finished washing clothes			acabaron de lavar ropas					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
				they told			contaron					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
ntasaa ra				he got angry	he got very angry		se enojó	se enojó mucho				Cha ia ka ntasaa nchu'a ra .	And then her husband got really mad.	Y su esposo se enojó mucho.
ntava na		got out (is this the same as "fly" or tone difference?)		they took out			sacaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
sa'an ntavi		this is a derrogatory and dispreferred term. Should be replaced with "sa'an savi".		Mixtepec-Mixtec	Mixtec		Mixteco de Mixtepec	Mixteco				Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ntee		what tense is this?		laying			estan					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
ntitatu na				they rested			se descansaron					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
ntitatu na				they were resting			estaban descando					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
ntsaa na				they arrived			llegaron					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntsaa kuena				they arrived			llegaron					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
ntsai				arrived			llegó					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
ntsatsi na				they ate			comieron					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
ntsi'i na				they died			murieron					Ika ntsintoyo na ra ntsi'i na .	There they laid, and they died.	Allí acostaban, y murieron.
ntsicha		is this inflected? is the lemma "ntsicha"?		spill out								Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
ntsichi na				they showered			se ducharon					Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
ntsichi na				they showered			se ducharon					Cha ika nuu ntsichi na tsi ntakacha na nama ka , nintoo ñuu ka nania Canama .	And there where they bathed and washed they left behind a place called Canama.	Y allí donde se ducharon y lavaron dejaron un lugar, el pueblo se llama Canama.
ntsinu ntsichi na				they finished bathing			acabaron de bañarse					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
ntsika tsa'a kuena				they were walking by foot			caminaron de pie					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
ntsini ra				he saw			él vio					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
ntsini ra				he saw			él vio					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
ntsintee				inhabited			habitaron					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
ntsintoyo na				they were laying			acostaban					Ika ntsintoyo na ra ntsi'i na .	There they laid, and they died.	Allí acostaban, y murieron.
ntsinu ntakacha na				they finished washing clothes			acabaron de lavar ropas					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
ntsito ra				he kept watch			él vigiló					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
ntsitsa'an na				they were eating			comían					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
ntsinu ntsitsa'an na				they finished eating			acabaron de comer					Ntsinu ntsitsa'an na cha niki'in kuena ichi kua'an na .	They finished eating and they hit the road and left.	Acabaron de comer y daron el camino y se fueron.
ntuta'an		what is this form? refine translation..		married			estaban cassados					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
ntuu		to this day?										Cha kue nivi ka ra ntuu na yuú .	And the people are there in rock to this day.	Y la gente estan allí hoy en día en piedra.
numi ta'an				embrace			embrazo					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
nuu				where			donde					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
nuu				when			cuando					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
nuu				in			en					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
		Is this really an expression meaning "all of us?" or is it "to us"?		us			nos					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
nuu				to			a					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ntasaa ra				he got angry	he got very angry		se enojó	se enojó mucho				Cha ia ka ntasaa nchu'a ra .	And then her husband got really mad.	Y su esposo se enojó mucho.
niki'in ra				he grabbed			él agarró					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
nikaa ra				he climbed up			él escaló					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
ntsito ra				he kept watch			él vigiló					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
inkaa ra				he was located			él estaba					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
tsito ra				he watched			él vigiló					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
ntsini ra				he saw			él vio					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
ntsini ra				he saw			él vio					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
nikini ra				he shot			tiró					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
stakoo		meaning? is this the same as "kustakoo"?										Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
suku				tall			alta					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
sukuachi		is this a combination of "sulu" + "kuachi"		child			niño					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
kue sukuachi				the children			los niños					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ta tsa na'a				a long time ago			hace mucho tiempo					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
ta				while			mientras					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
kanumi ta'an na				they were holding eachother			se abrazaban					Cha ika nuu ntsini ra ña ntsaa kuena ntitatu na kati ika , cha nikini ra kue nivi ka ta kanumi ta'an na .	And there he saw that they came and were resting there in the shade. And then he shot the people when they were holding eachother.	Y cuando vio que
numi ta'an				embrace			embrazo					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
takua				because			por cause de					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
takua				because			porque					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
tichi				avocado			aguacate					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
tintuu				pit			hueso					Cha nintoo tintuu tichi ka ña vichi nania Krusi Tutichi .	And they left behind avocado pits, and now it's called "Krusi Tutichi".	Y dejaron atras huesos de aguacate, y ahora se llama "Krusi Tutichi".
tono				as			mientras					Ika ntsatsi na tichi tono ika ntsitsa'an na .	There they ate avocados as they were there eating.	Allí comieron aguacates mientras comían allí.
ta tsa na'a				a long time ago			hace mucho tiempo					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
tsa'a				because			por causa de					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
ntsika tsa'a kuena				they were walking by foot			caminaron de pie					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
tsa'a yutú				bottom of the tree			el fondo del arbol					Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
tsaa		this has no "n-" why is is translated as past tense?		left			se fueron					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
tsi				with			con					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
tsi				with	the man she ran away with		con	el hombre con quien se fue				Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
tsi chaa kua'an tsian ka				the man she ran away with	she went with		el hombre con quien se fue	se fue con				Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
nchii tsio				which way			para donde					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
tsito ra				he watched			él vigiló					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
tu'un yata				tale	legend		cuento	leyenda				Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
kuu tu'un ña				it is said that			se dice che					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
tu'un				story			cuenta					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
tuku				again			de nuevo					Ntsinu ntsichi na ntsinu ntakacha na ra niki'in na ichi kua'an tuku na .	They finished bathing, finished washing clothes and then they hit the road and left again.	Acabaron de bañarse, acabaron de lavar ropas y pues daron el camino y se fue de nuevo.
va'a				beautiful			bonita					Ntsaa na in nuu ntaa nuu va'a yee .	They arrived at a plain where it was very beautiful.	Llegaron a una llanura donde era muy bonita.
vari				because			porque					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
vichi				now	today		ahora	hoy en día				Cha nintoo tintuu tichi ka ña vichi nania Krusi Tutichi .	And they left behind avocado pits, and now it's called "Krusi Tutichi".	Y dejaron atras huesos de aguacate, y ahora se llama "Krusi Tutichi".
nikuita xeen na				they were very tired			estaban muy cansados					Ika ntitatu na vari nikuita xeen na , tsa'a ña ntsika tsa'a kuena .	There they rested because they were very tired from walking on their feet.	Allí descansaron porque estaban muy cansados de caminar.
yata				old			viejo					Yo'o ninti'i tu'un ña'a kua'an tsi inka chaa , kachi kue nivi yata luu ka , ntakani na nuu ko .	This was (?) the story of the woman who left with another man, that people told to us.	
yee		what is this doing here?										Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
yee				was			era					Ntsaa na in nuu ntaa nuu va'a yee .	They arrived at a plain where it was very beautiful.	Llegaron a una llanura donde era muy bonita.
yoko				hot	it got hot		caliente	se calentó				Ika nikuu yoko , cha ntsaa na iin nuu kana chikuii cha ntava na nama ntsichi na ntakacha na .	There it became hot, and then they arrived at a place where there was water gushing out, and they took out soap and they showered and washed their clothes.	Allí se calentó, y pues llegaron a un lugar donde agua salía a chorros, y sacaron sabón, y se ducharon y lavaron sus ropas.
				I want			quiero					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
yuku				mountain			montaña					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
yutú				woods			bosque					Ntsikaa in yutú ka'nu .	They came up to a large woods.	Escalaron un gran bosque.
tsa'a yutú				bottom of the tree	tree		el fondo del arbol	arbol				Cha ika ntsicha nii na tsa'a yutú ka cha ñuu ka nintoi nania Yoso Inkua'a .		
yuú				rock			piedra					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
ña				that			que					Yo'o nantakani in tu'un yata ña nikuu nisa'a kue nivi na ntsintee ta tsa na'a .	Here I tell an old tale about something that happened and what some people that lived a long time ago did.	
ña				where			adonde					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.
kua'an ña				she went			ella se fue					Cha ika ntsito ra ichi nchii tsio kua'an ña tsi inka chaa .	There he kept watchover the path where she went with the other man.	Allí vigiló el camino para donde ella se fue con el otro hombre.
ña				it								Cha nintoo tintuu tichi ka ña vichi nania Krusi Tutichi .	And they left behind avocado pits, and now it's called "Krusi Tutichi".	Y dejaron atras huesos de aguacate, y ahora se llama "Krusi Tutichi".
kuu tu'un ña				it is said that			se dice che					Kuu tu'un ña kantu'u in yuú , yuú numi ta'an , kuu yuú nintoo nuu ñuu nani Yoso Inkua'a .	It is said that there sits a rock, a rock that is in an embrace, it is a rock (?) in a town, called "Yoso Inkua'a".	
ña				it			lo					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ña'a				woman			mujer					Ntsio iin kuena yee ntuta'an cha nikee ña'a ka kua'in tsi inka chaa .	They lived (?) and they were married and the woman left and went away with another man.	
ii ña'a				the woman's husband			el esposo de la mujer					Cha ii ña'a ka inkaa ra mancha Yukú Kuasa tsito ra ichi , cha ntsini ra ña kua'an kuena .	And the woman's husband was there at the edge of Yuku Kuasa keeping watch of the road, then he saw them walking.	Y el esposo de la mujer estaba a las afueras de Yuku Kuasa vigilando el camino, pues él les vio caminando
ñaka				that woman			aquella mujer					Cha ñaka niki'an ichi kua'in cha ntsai tsi chaa kua'an tsian ka nuu ntee nchu'a yuú .	And that woman who went away left and arrived with the man she ran away with at a place where there were a lot of rocks lying around.	
ñaka				that			este					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ñoo				our town			nuestro pueblo					Ra ñaka kuni yu stakoo ña , takua kue nivi tsaa , kue sukuachi , kuena sna'a nuu kue sukuachi nantakani na ña nuu kuetsi , takua ma naa tu'un yata sa'an ntavi ñoo .		
ñuu				town			pueblo					Cha niki'in ra in kutsi cha nikaa ra ña kuu yuku suku ka ña inkaa ñuu yo'o , nani Yuku Kuasa .	Then he grabbed a bow and arrow and climbed up a tall hill to where there was a town called Yuku Kuasa.	Y él agarró un arco y flecha y escaló una montaña alto adonde había un pueblo llamado Yuku Kuasa.

