Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
tsian				with it			con ella					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
tsika		 far (TS) (they got far) (JB: (if "nikuu" = "be able to" ; predicating adverb!!)		far			lejos					Cha nuu nikuu tsika kuera tsian , cha nikitsaa kuera in yukú , in yukú suku .	And when they were able to get far with it they arrived at a forest, a very tall forest.	Y cuando pudieron ir lejos con ella, llegaron a un bosque, un bosque muy alto.
tu'un		"tu'un" word? to pull?										Nti'i kuena ntsini ña ta nikuun savi ra nikani ra , cha nikuu tu'un ña nikitsi tatsa savi .		
tu'un				story			historia					Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
vatsi kuera		(TS) arrived;?		went on			seguiron adelante					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
vatsia				arrived			llegó					Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
vatsia				came			vinieron					nuu ntsinu nikaxi kaa ka ra ntakuisa kuera ña , vatsia nikitsaa kuera tsian ñuu yo'o .	When it stopped ringing they carried it and they arrived with it in this town.	Cuando acabó de sonar la cargaron y llegaron col ella en este pueblo.
vee nchu'i				it was very heavy			era muy pesada					Ntakuisa sata kuera ña vatsi kuera , cha vee nchu'i .	They carried it on their backs and went on their way, and it was very heavy.	La cargaron en sus espaldas y seguiron adelante y era muy pessada.
veñu'u				church			iglesia					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
xiní veñu'u				on top of the church			encima de la iglesia					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
veñu'u				church	our town's four churches		iglesia	las cuatro iglesias de nuestro pueblo				Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
veñu'u				church	this town's church		iglesia	la iglesia de este pueblo				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
vichi				today			hoy en día					Yukú nuu nikaxi kaa ika vichi nania Yukú Kaa .	The forest where it rang is now called "Bell Forest".	Hoy en día el bosque donde sonó la campana se llama "Bosque de la campana".
mancha vichi				to this day			hasta la fecha					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
nikuun savi xeen				it rained hard			lluvió intensamente					Cha in kii nikuun savi , nikuun savi xeen .	And one day it rained, it rained very hard.	Y un día, llovió, llovió intensamente.
xiní veñu'u				on top of the church			encima de la iglesia					Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
yo'o				this			este					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
yo'o				town			pueblo					Skuina ntusu kaa ñuu yo'o , cha nchisi ña kua'in ñuu nani Yoko .	The spirit of our town's stolen bell then carried it and went to a town called Yoko.	El espirito de la campana robada de nuestro pueblo la cargó y se fue a un pueblo llamado Yoko.
ñuu xnuviko yo'o				this town of San Juan Mixtepec	this		este pueblo de San Juan Mixtepec	este				Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
yo'o				this	this town's church		este	la iglesia de este pueblo				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
ñaka				that one			este					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ña				it			la					Ika ntsa'an ntakuaan kuera kaa kaxi , nuu nine'e kuera ña .	They went there to buy a bell, when they took it.	Ellos se fueron allí para comprar una campana, cuando la agarron.
ña		What is the function of "ña" here!?		that			la					Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
ña				that			que					Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
ña				that it			que élla					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ña				about			sobre					Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 
ñoo		Tisu translated this as "exist" (referring to the churches)		our town	our town's four churches		nuestro pueblo	las cuatro iglesias de nuestro pueblo				Cha kue kaa kaxi yo'o ra inai xiní veñu'u , kumi veñu'u ñoo ña mancha vichi .	And the bells ring here hanging on top of the church, on our town's four churches to this day.	Y las campanas sonan aquí, colgando por encima de las iglesias, las cuatro iglesias de nuestro pueblo hasta la fecha.
				land			tierra					Yukú ka ra inkai chi nuu inkaa Yukú Nchika , nuu ituu ñu'u ncha'i ñuu yo'o tsi Seen .	The forest was towards the forest "Yuku Nchika", where this town's land borders with Pinotepa nacional park.	El bosque era hacia el bosque "Yuku Nchika", donde el territorio de este pueblo se limita con Pinoteca nacional.
ñuu				town			pueblo					Ntakani ini na nixi kitsi kaa skaxi na veñu'u ñuu .	They thought about how to bring a metal bell to the town's church.	Pensaron de como traer una campana metal a la iglesia del pueblo.
ñuu				city	town		ciudad					Nikee kuena ntsa'an na ñuu Yucha Ncho'o .	They left and went to Puebla city.	Dejaron y fieron a ciudad Puebla.
kue nivi ñuu				the people of the town	town		la gente del pueblo	pueblo				Ika kuu ña ntsini kue nivi ñuu ña nikuyachi kaa vatsia .	There the people of the town were able to see that the bell was approaching.	Allí la gente podían ver que la campana se acercaba.
ñuu xnuviko yo'o				this town of San Juan Mixtepec	town		este pueblo de San Juan Mixtepec	pueblo				Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ñuu yoko				the town of Yoko			el pueblo de Yoko					Ñaka kuu ña kachi kue nivi , nivi ntsa'nu , ña inuu kaxi kaa ñuu Xnuviko yo'o tsi ñuu Yoko .	People, and the elders say that the sound of the ringing bells of our town San Juan Mixtepec and the town of Yoko.	Se dice, los ancianos dice que las campanas de nuestro pueblo de Mixtepec suenan igual que las del pueblo de Yoko.
ñuu				town	this town's church		pueblo	la iglesia de este pueblo				Yo'o kuu nuu nti'i tu'un ña nixi nikuu nikitsaa kue kaa kaxi veñu'u ñuu yo'o .	Here is all of the story about how it happened that the church bells came to ring in our town.	Esta es toda la historia de como occurió que las campanas de las iglesias 

