Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
		In the spanish tranlation: should there also be a "le"? 'le dijó a la tortuga'?		to the turtle	turtle		a la tortuga	tortuga				Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
ntsa'an kui				they approached			se acercaron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
ntsini so'o				heard			oyó					Sara ntsini so'o tikaka ka ra nui ra nikachia :	Then it heard a crow who then said to it:	Y oyó un cuervo que le dijó:
ntsini so'o				heard			oyó					Ra ntsini so'o ntintsitsa ka ra nikachia :	And the turtle heard and said:	Y oyó la tortuga y dijó:
ntsinia				saw			vió					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
ntsinia				saw			vieron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
ntsio				lived			vivía					In kii ra ntsio in ntintsitsa kaka xeen nuu in laguna .	One day there was a turtle that was walking around all over a lagoon.	
ntuku				looked for			buscaron					Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
ntutsi xeen inia				feelings were hurt			sentimientos estaban heridos					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
ku'in kaka nui				goes for a walk			sale a caminar					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
ku'in kaka nui				came walking towards it			caminó hacia a él.					Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
ntane'e nui		 is it "ntane'e nuu" (+ "-i")?		found it			lo encontró					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
nui				to it			le					Sara ntsini so'o tikaka ka ra nui ra nikachia :	Then it heard a crow who then said to it:	Y oyó un cuervo que le dijó:
numa yutú		is "branch" or "stick" a better translation? Is "numa" a synonym of "nta'a yutú"?		branch of a tree	stick		palo	rama				Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
nuu				in	in a lagoon		en	en una laguna				In kii ra ntsio in ntintsitsa kaka xeen nuu in laguna .	One day there was a turtle that was walking around all over a lagoon.	
kaka nuu		is this uniflected? How is "kaka" inflected for 1sg?		go on a walk			ir a pasear					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
mancha nuu				all the way down			todo el camino hacia					Ñaka ka'in sara nikana kavi mancha nuu ñu'ú .	It spoke and then it fell all the way down to the ground.	Habló y pues se cayó todo el camino hacia la tierra.
ra				but			pero					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
ra				started			empezó					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
tutsi ini yu sa'u				your feelings were hurt			tus sentimiento estaban heridos					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
sara				then			y pues					Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
sata yukú		ask which this is!!		in back of the hill	in back of the woods		detrás de la montaña	detrás del bosque				Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
sava ichi				along the path	halfway along the path		por el camino					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
ntisaan so kii				everyday	always		cada día					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
so		what is "so" doing here?										— Yo'o tiun tuun che'e so cha ma ka'un vari yau .	(Bite/hold on) to this with your mouth and don't talk because you will fall.	(Muerde/aguanta) esto con la boca y no hables porque cayerás.
ntsini so'o				heard			oyó					Sara ntsini so'o tikaka ka ra nui ra nikachia :	Then it heard a crow who then said to it:	Y oyó un cuervo que le dijó:
ntsini so'o				heard			oyó					Ra ntsini so'o ntintsitsa ka ra nikachia :	And the turtle heard and said:	Y oyó la tortuga y dijó:
su'a				the following			el siguente					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
ta				when			cuando					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
kuni ta yu				I really want			quiero realmente					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
kuni ta yu				I really want			quiero realmente					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
kuni ta yu				I really want	really	very much	quiero realmente	realmente				Kuni ta yu ku'un yu .	I really want to go.	Quiero realmente a ir.
tikaka				crow			cuervo					Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
		is this a phrase "tiun tuun"? 'to bite'; (get other forms!) get components of this phrase		bite down	hold on		muerde	aguanta				— Yo'o tiun tuun che'e so cha ma ka'un vari yau .	(Bite/hold on) to this with your mouth and don't talk because you will fall.	(Muerde/aguanta) esto con la boca y no hables porque cayerás.
		'(because) I'm not (cold/funny) like you'?			like			como				— ¡ Vari kue vixi kui tono meuuuu .... !		
kue kuu kaka tsaa				I cannot walk fast	I can't walk fast	fast	no puedo caminar rápido	rápido				— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
tsai		is this inflected? "tsaa" 'fast' "tsai" it (is/goes) fast?		fast			rápido					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
tsaku		is the past written without "ni-"?		was crying			estaba llorando					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
tsaku ku				you cry	you are crying		estas llorando	lloras				— ¿ Chanu va'a tsaku ku ?	Why are you crying?	¿Por qué estas llorando?
nikitsai tsakui				started to cry			empezó a llorar					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
tsi		is this not 'with' or a child pronoun?		and			y					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
ntakita'in tsi				ran into			encontraron					Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
tsi				to	to the buzzards		a	a los zopilotes				Ra kua'an kueyi sava ichi sara ntakita'in tsi tikaka ka ra nikachi tikaka ka tsi kue lochi ka :	And they went up the path and then they ran into the crow, and the crow said to the buzzards:	Y iban por el camino y encontraron el cuervo, y el cuervo dijó a los zopilotes:
tsian				with him			con él					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
tsiun				with you			contigo					Nku'un yu tsiun	I will not go with you.	No voy a ir contigo.
nintaka tu'in				asked			preguntaron					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
tutsi ini yu sa'u				your feelings were hurt			tus sentimiento estaban heridos					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
		is this a phrase "tiun tuun"? 'to bite'; (get other forms!) get components of this phrase		bite down	hold on		muerde	aguanta				— Yo'o tiun tuun che'e so cha ma ka'un vari yau .	(Bite/hold on) to this with your mouth and don't talk because you will fall.	(Muerde/aguanta) esto con la boca y no hables porque cayerás.
uvi				two			dos					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
vari				because			debido a					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
vee nchu'u		predicating adj-phr		you're too heavy	you're very heavy		eres demasiado pesado	eres muy pesado				— A'an , nkunchee kuisa yo vari vee nchu'u .	I will not help carry you because you are too heavy.	No voy ayudar cargarte porqué eres demasiado pessado.
vee nchu'i		predicating adv phrase		is very heavy			es muy pessado					— ¿ Chanu va'a nchisu ño'o ra vee nchu'i ?	Why are you carying that guy, he's so heavy?	¿Por qué estas cargando eso, es tan pessado?
vixi		funny? cold?	'(because) I'm not (cold/funny) like you'?									— ¡ Vari kue vixi kui tono meuuuu .... !		
kaka xeen		is this 'walking around'?										In kii ra ntsio in ntintsitsa kaka xeen nuu in laguna .	One day there was a turtle that was walking around all over a lagoon.	
ntutsi xeen inia				feelings were hurt			sentimientos estaban heridos					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
nikuacha xiin		"kuacha xeen" lemma form of expression		it was very happy			estaba muy feliz					Sara ta ntane'e nui ra ntsinia in tikaka ra nikuacha xiin ra nikani su'a :	And when it saw a crow it was very happy and then said the following:	Y cuando vió un cuervo estaba muy feliz y dijó el siguente:
kuacha xiin				was very happy			estaba muy contento	estaba muy feliz				Ra ntintsitsa ka kuacha xiin ra nikachia su'a :	And then the turtle was very happy and then said the following:	Y la tortuga estaba muy feliz y dijó el siguente:
nikuacha xiin				was very happy	very		estaba muy feliz	muy				Ra ntintsitsa ka nikuacha xiin sara nikachia :	Then the turtle was very happy and said:	Y la tortuga estaba muy feliz y dijó:
xoo kaa		is "xoo kaa" an expression?										Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
xoo ka		is this "xoo ka(a)"? and should there be another "a" in "ka"?										Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
ya'a		'ask'? is "ya'a" part of the expression? "nchatu ya'a"?										Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
yau		why is this not inflected in future?		you fall			cayes					— Yo'o tiun tuun che'e so cha ma ka'un vari yau .	(Bite/hold on) to this with your mouth and don't talk because you will fall.	(Muerde/aguanta) esto con la boca y no hables porque cayerás.
yee		why is this before the verb "kuaka"? is "yee kuaka" a phrase? (syn ofjust "kuaka"?)										Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
yo				you			te					— A'an , nkunchee kuisa yo vari vee nchu'u .	I will not help carry you because you are too heavy.	No voy ayudar cargarte porqué eres demasiado pessado.
yo'o				here			aquí					— ¡ Amigu , na'a yo'o !	Friend, come here!	¡Amigo, ven aquí!
yo'o				town			pueblo					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
kuisa yu				carry me			cargame					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
kuni ta yu				I really want			quiero realmente					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
ku'un yu				I go			voy					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
nku'un yu		1sg.pot.neg		I won't go	I will not go		no voy a ir					Nku'un yu tsiun	I will not go with you.	No voy a ir contigo.
kuisi yu				carry me	me		cargarme	me				— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
ku'un yu				I go			voy					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
kuni ta yu				I really want			quiero realmente					— Tsaku vari tikaka ka ma nikunia kuisi yu ku'un yu cha kuni ta yu kaka nuu tsian .	I'm crying because the crow didn't want to carry me and I really want to go for a stroll with him.	Estoy llorando porque el cuervo no quería cargarme y quiero realmente ir a pasear con él.
tutsi ini yu sa'u				your feelings were hurt			tus sentimiento estaban heridos					— Tatu kunu ku'un ra nako'on , cha ma kuaku vari tutsi ini yu sa'u .	If you want to go, let's go, and don't cry because your feelings were hurt.	Se quieres a ir, vamos, y no llores porque tus sentimientos estaban heridos.
kuni yu				I want	I really want		quiero	quiero realmente				Kuni ta yu ku'un yu .	I really want to go.	Quiero realmente a ir.
ku'un yu				I go			voy					Kuni ta yu ku'un yu .	I really want to go.	Quiero realmente a ir.
kunkuni yu				I will want			voy a querer					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
yu'u chikuii				bank of the lagoon			orilla del laguna					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
sata yukú		ask which this is!!		in back of the hill	in back of the woods	hill	detrás de la montaña	detrás del bosque	montaña			Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		
numa yutú		is "branch" or "stick" a better translation? Is "numa" a synonym of "nta'a yutú"?		branch of a tree	stick		palo	rama				Ra ntuku kue lochi ka in numa yutú ra nikachia tsi ntintsitsa ka :	Then the buzzards looked for a branch and said to the turtle:	Y los zopilotes buscaron un palo y dijeron a la tortuga:
ñaka				it			él					Ñaka ka'in sara nikana kavi mancha nuu ñu'ú .	It spoke and then it fell all the way down to the ground.	Habló y pues se cayó todo el camino hacia la tierra.
kuaka ña				he cried			lloró					Ntisaan so kii yee kuaka ña vari kunia ku'in kaka nui ra kue kuu kaka tsai .	Everyday he cried because he wanted to go for a walk but he could not walk fast.	Cada día lloraba porque quiería salir a caminar pero no podía caminar rápido.
kaki ñamani ña nakuisi ña		get parsing of all parts! ask a favor "kaki ñamani ña"?			that	that it carry him		que	que lo cargue			Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
kaki ñamani ña nakuisi ña		get parsing of all parts! ask a favor "kaki ñamani ña"?			that it carry him	it		que lo cargue	él			Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
ña				that			que					Sara nikitsaa uvi lochi ichi koyi ra ntsinia ña tsaku ntintsitsa ka , ra ntsa'an kui nintaka tu'in ra nikachia :	Then two buzzards arrived on the path and they saw that the turtle was crying, then they approached and asked:	Y dos zopilotes llegaron en el camino y vieron que la tortuga estaba llorando y se acercaron y preguntaron:
kaki ñamani		get parsing of all parts! ask a favor "kaki ñamani ña"?		ask a favor		favor	pedir un favor		favor			Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
sa'u ñamani				do me a favor			hágame un favor					— Sa'u ñamani , kuisa yu nako'on kaka noo vari kuni ta yu ku'un yu ra kue kuu kaka tsaa .	Do me a favor, carry me and let's go for a stroll because I really want to go but I can't walk fast enough.	Hágame un favor, cargame y vamos ir a passear porque quiero realmente pero no puedo caminar bastante rápido. 
ñantu'i				sat			se sentó					Iin kii ra nikii yu'u laguna ñantu'i nchatui ya'a in tikaka ra kaki ñamani ña nakuisi ña , sara ku'in kaka nui .	One day it came out from the lagoon and sat down and waited to a favor from a crow to carry something, then he walked toward it. 	Un día salió de la laguna y se sentó y esperó....un cuervo...
ñantu'i				sitting			sentado					Sara ntintsitsa ka ntutsi xeen inia ra nikitsai tsakui ñantu'i yu'u chikuii .	Then the turtle's feeling were hurt and it began to cry sitting on the bank of the lagoon.	Y los sentimientos de la tortuga estaban heridos y empezó a llorar sentado a la orilla de la laguna.
ño'o				that guy			eso					— ¿ Chanu va'a nchisu ño'o ra vee nchu'i ?	Why are you carying that guy, he's so heavy?	¿Por qué estas cargando eso, es tan pessado?
ñu'ú				ground			tierra					Ñaka ka'in sara nikana kavi mancha nuu ñu'ú .	It spoke and then it fell all the way down to the ground.	Habló y pues se cayó todo el camino hacia la tierra.
ñuu				this			este					Vichi ra kunkuni yu nixi xoo kaa ñuu yo'o tsi xoo ka sata yukú ka .		

