Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
mancha nuu				all the way to	all the way down the stairs		todo el camino a	todo el camino al fondo de las escaleras				Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
nuu ñu'u				on the ground	on		por el piso	en				Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
ra				then			pues					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
sa'i		sa'a =to make/do (why "-i") what is sense here? 		do			hacen					Utsa kuia sa'i sana ntatsinu kueyi .	There were seven stairs to do before they would reach the end.	Habían siete escalones a hacer antes que lleguen al fin.
sa'ma ko				our clothes			nuestas ropas					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
saan				the following			el siguente					Sara nikachi kueyi saan :	Then they said the following:	Y dijeron el siguente:
sana				before			antes					Utsa kuia sa'i sana ntatsinu kueyi .	There were seven stairs to do before they would reach the end.	Habían siete escalones a hacer antes que lleguen al fin.
sara				then			y pues					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
siki suku				necklace			collar					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
siki				necklace			collar					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
siki suki				their necklaces			sus collares					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ntsini so'i				heard			oyeron					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
siki suki				their necklaces			sus collares					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
suku ko				our necks			nuestros cuellos					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
ta ntsinu				when finished			cuando terminaron					Sara ta ntsinu ra ntantuki in ña kua'i ña ntakuain , nai kua'in .	Then when they were done, they looked for a way to walk(?).... carrying the gift.	cuando terminaron, buscaron un camino a ir (?)....cargando el regalo.
viko tanta'a				wedding party			fiesta de boda					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
ta tsa				when			cuando					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
mancha nuu tsinu tsa'a kuai				all the way down the stairs	bottom	bottome of the stairs	todo el camino al fondo de las escaleras	fondo	el fondo de las escaleras			Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
kuskuai tsa'i		ASK! 'when he lifted up (another step)'!?		took a step	step		dió un paso	paso				Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
niya'a tsa'i				slipped			resbaló					Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
tsi				and			y					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
tsini ñu'u ko				we have to			tenemos que					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
tsini yu				I want			quiero					— Aan , tsini yu in ña'a :	Yes, I want that.	Si, quiero esto.
mancha nuu tsinu tsa'a kuai				all the way down the stairs	end		todo el camino al fondo de las escaleras	termine				Ta kuskuai inka tsa'i ra niya'a tsa'i nikana kavi mancha nuu tsinu tsa'a kuai ka .	When they took another step it slipped and fell all the way to the bottom of the stairs.	Cuando dió un otro paso, resbaló y se cayó todo el camino al fondo de las escaleras.
nikanta tu'un kueyi				they said			dijeron					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
tuku				again			de nuevo					— Inka chancha nakana tuku na kue , ku'un kue ra nakaka kue kueeni kueeni .	The next time they invite us back, we'll go and we should walk little by little.	La proxima vez que nos invitan de nuevo, vamos a ir y deberíamos caminar poco a poco.
kuu tutsi ko				we got hurt			nos herimos					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
uni				three			tres					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
vari				in order to			para que					Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
vari				because			porque					— Vá'a ña kunumi ko vari kuu tutsi ko nakana kava .	It's bad we were in a hurry because we got hurt falling down.	Es malo que teníamos prisa porque nos herimos cayendo.
viko tanta'a				wedding party			fiesta de boda					In kii nikana na ntinuni ntintsitsa ka in viko tanta'a .	One day someone invited all three turtles to a wedding party.	Un día alguien invitó todos las tres torgugas a una fiesta de boda.
viko				party			fiesta					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
kuacha xeen kueyi				they were very happy			estaban muy felizes					Sara nikitsaa kue ntintsitsa ka kuacha xeen kueyi , ra nikanta tu'un kueyi :	Then the turtles arrived and they were very happy, then they said:	Y las tortugas llegaron y estaban muy felizes, y pues dijeron:
xiko				perfume			perfume					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
ntachi'a xiko		get verb used here, other senses...		sprayed perfume			rociaron perfume					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
tsini yu				I want			quiero					— Aan , tsini yu in ña'a :	Yes, I want that.	Si, quiero esto.
ntaka'ia yu'i				they put on lipstick			se pusieron pintalabios					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
yu'i		check!		it's mouth or door?								Cha ntsaa kueyi ra nikitsai kai nuu kuai sara kua'in kueeni kueeni vari yu'i kana kavi .	And then they arrived and began climbing up the stairs and walking little by little because in order to not fall down.	Y llegaron y empezaron a escalar las escaleras caminando poco a poco para que no se caigan.
ntaka'i yu'u ko				our lipstick	lipstick for us		nuestro pintalabios	pinalabios para nosotros				meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
yu'u				door			puerta					Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 
ña		check "ña" here!		for them								— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
ña		check!		for them			para ellos					meu ntakuaan ña ntaka'i yu'u ko ra meu ntakuaan in xiko nantachi'o sa'ma ko cha mee nantakuaan uni siki nakunkaa suku ko .	yYou buy our lipstick and you buy a perfume to put on our clothes and I will buy three necklaces to wear on our necks.	Tú compra nuestro pintalabios y tú compra un perfume para poner en nuestras ropas, y yo compro tres collares para llevar en los cuellos.
ña				that			que					Nikitsaa kii ña kunku'un kueyi viko ka ra ntsichi kueyi , ntasama kueyi sara ntaka'ia yu'i , ntachi'a xiko , ntachi kai siki suki .	The day of the party arrived and they showered, they changed clothes, put on lipstick, sprayed perfume and put on thier necklaces.	Llegó el día de la fiesta, se ducharon, se cambiaron las ropas, se pusieron pintalabios, rociaron perfume y llevaron sus collares.
ña'a		is this 'woman', 'thing', or 'that'??										— Aan , tsini yu in ña'a :	Yes, I want that.	Si, quiero esto.
tsini ñu'u ko				we have to			tenemos que					— Tatu nako'on viko ka ra tsini ñu'u ko ntakuaan ña ntaka'i yu'u ko tsi in xiko tsi siki suku .	If we go to the party, we have to buy ourselves lipstick, perfume and a necklace	Se vamos a la fiesta, tenemos que comprarnos pintalabios, un perfume y un collar.
nuu ñu'u				on the ground	floor		por el piso	piso				Ta tsa kantu'i nuu ñu'u ntsini so'i in ntusu yu'u :	When they were sitting on the ground they heard a sound from the door:	Cuando se sentaban por el piso oyeron un sonido de la puerta: 

