Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ntuku				I'm looking for			busco	estoy buscando				— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
ntutsi xeen inia		also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt		feelings were hurt			herió sus sentimientos					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
nuu				where			dónde					Ta ntsai in ve'e nuu ntee kue kolo ra nikachi tina ka :	When they arrived at a house where turkeys lived, the dog said:	Cuando llegaron a una casa dónde viveron guajolotes, el perro dijó:
nuu				where			adonde					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
ra				then			pues					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
sa'u				you are doing	you do		estas haciendo	haces				— ¿ Nchii sa'u , ñani ?	What are you doing brother?	Qué estas haciendo hermano?
sana yu kui		Gloss form? "sana (A) kuu" 'it belongs to' Gloss form? "sana (A) kuu" 'it belongs to'		it belongs to me			me pertenece					— A'an , mpaa luu , vari ntikachi yo'o ra sana yu kui .	No my small friend, he said, because this sheep belongs to me.	No mi amigo pequeño, dijó, porque esta oveja me pertenece.
sketa na				he ran			corrió					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
skuina ko				we grab			agarramos					— Nako'on skuina ko ntikachi nakatso .	Let's go snatch a sheep to eat.	Vamos agarrar una oveja para comer.
ntsini so'o				heard			oyó					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
tsi'i xiin soko		also a phrase/MWE also a phrase/MWE		he was very hungry			tenía mucho hambre					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
tsi'i xeen soko				I'm very hungry			tengo much hambre					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
				anything to eat			nada a comer					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
sto'i				said			dijó					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
sto'o				owner	my owner		dueño	mi dueño				— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
				the owner of the sheep			el dueño de las ovejas					Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
takua				so that			para que					Nako'on ra katsu kuñu takua nantunti'u .	Let's go, you'll eat meat so that you can get fat.	Vamos, vas a comer carne para que engordes.
ti				it			le					Nikitsaa na nuu iin tsaku ntikachi , cha ta niketa ntiva'u ka ra nikini na ti .	He arrived to where there was a sheep crying out and when the coyote got up and then he shot it.	Llegó adonde había una oveja gritando y al momento que se levantó el coyote, le disparó.
kuu ti				it (animal) was			él (animal) era					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
ti				it (animal)			él (animal)					Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
ti				it (animal)			lo (animal)					Ntakuu ini na ti icha'ncha .	He began to love it forever. From then on he loved it forever.	Empezó amarlo para siempre Desde entonces el lo amaba para siempre.
tika				cricket			grillo					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
tina				dog			perro					In kii in tina nii kue nitsi'an ki ra nikachi sto'i :	One day an old dog that did not howl and his owner said: 	Un día un perro viejo que no aulló y su dueño dijó:
tina				dog	his dog		perro	su perro				Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
tsa'a ña				because of the fact that			por causa de que					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
tsaku		noun!		cry			grito					Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
tsaku				cry	sheep's cry		grito	grito de oveja				Ta ntsai nuu iin tsaku ntikachi ra nikachi ntiva'u ka :	When the arrived where a sheep was crying, the coyote said: 	Cuando llegaron adonde había una oveja gritando, el coyote dijó:
tsaku				corral	into the corral		corral	en el corral				— Naki'vi ini tsaku , ntantuku ntikachi nti'i ka .	I'll go into the corral and look for where all the sheep are.	Yo entraré en al coral y buscaré a dónde estan todas las ovejas.
tsi				with			con					Ta ntsai yuku ka ntakita'in tsi in ntiva'u .	When he arrived in the woods he met with a coyote.	Cuando lleguó en el bosque, encontró un coyote.
tsi'an				bark			ladra					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
tsi'i xiin soko		also a phrase/MWE also a phrase/MWE		he was very hungry			tenía mucho hambre					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
tsi'i xeen soko				I'm very hungry			tengo much hambre					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
tsian		"tsi" + "an" literally "with him" "tsi" + "an" literally "with him"		to him			le					— nikachi ntiva'u ka tsian .	Said the coyote.	Dijó el coyote.
tuchii				with force			con fuerza					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
tutsi'u				rifel	his rifel		rifle	su rifle				Cha ntukatsi ini sto'o ntikachi , ntaki'in na tutsi'u na sara sketa na .	And it began to eat inside the owners sheep, so he (the owner) picked up his rifle and ran.	Y empezó a comer las ovejas del dueño adentro, entonces (el dueño) recogó su rifle y salió corriendo.
va'a				well			bien					Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
vari				because			porque					— Ma kua'a ka staa katsia , vari kue tsi'an ki .	I will not feed him anymore because he doesn't bark.	No voy le dar a comer porque él no ladra.
ve'e				home			casa					— Na'a , nako'on ve'e .	Come, let's go home.	Ven, vamos a casa.
ve'e				house	the coyote's house		casa	la casa del coyote				Sara ntsa'in ve'e ntiva'u ka .	Then they went to the coyote's house.	Y fueron a la casa del coyote.
ntutsi xeen inia		also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt also phrase/MWE "ntusi (or ntusu?) ini xeen" 'feelings were hurt		feelings were hurt			herió sus sentimientos					Sara ntsini so'o tina ka ntutsi xeen inia ra kua'in .	Then the dog heard this and his feelings were hurt and then he left.	Y el perro lo oyó y este herió sus sentimientos y entonces se fue.
tsi'i xeen soko				I'm very hungry			tengo much hambre					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
na'a xeen				long time	after a long time		mucho tiempo	después de mucho tiempo				Ntsio kueyi na'a xeen sara nikuu mpaa kueyi .	They arrived after a long time and then they were friends.	Llegaron después de mucho tiempo.
ntasaa xeen				was furious			fue furioso					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
nikuacha xeen na				he was very happy	very		estaba muy contento	muy				Ta ntakuni na cha tina na kuu ti sara nikuacha xeen na tsi ti .	When he recognized that it was his dog he was really happy.	Al momento que se lo reconoció que era su perro estaba muy contento con él.
tsi'i xiin soko		also a phrase/MWE also a phrase/MWE		he was very hungry			tenía mucho hambre					Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
yachi				near			cerca	cercano				Niya'a kueyi yachi in tsaku nuu ntee kue ntucha tsi kue litu ra nikachi tina ka :	The approached near a cry in where goats and lambs were, the dog said:	Se aproximaron un grito cercano dónde vivieron cabras y corderos, u el perro dijó:
ye'e				door			puerta					Meu kunchau ye'e .	I'll guard the door.	Vigilo la puerta.
yo'o				this			este					— Naskuina ko kolo yo'o .	Let's grab this turkey.	Agarremos este guajolote.
sto'o yu				my owner			mi dueño					— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
yu				me	with me		me	conmigo				— Yo'o ntuku tika katsi vari tsi'i xeen soko , vari sto'o yu nikuntasia yu tsa'a ña nii .	I'm looking for crickets to eat here because I'm very hungry. My owner was disgusted with me because I'm old.	Estoy buscando grillos a comer porque tengo mucho hambre. My dueño estaba harto conmigo porque soy viejo.
kuni yu				I want			quiero					— A'an , kue kuni yu katsi kolo	No, I don't want to eat turkey.	No, no quiero comer guajolote.
kuni yu				I want			quiero					— A'an , kue kuni yu katsi litu	No, I don't want to eat lamb.	No, no quiero comer cordero.
sana yu kui		Gloss form? "sana (A) kuu" 'it belongs to' Gloss form? "sana (A) kuu" 'it belongs to'		it belongs to me			me pertenece					— A'an , mpaa luu , vari ntikachi yo'o ra sana yu kui .	No my small friend, he said, because this sheep belongs to me.	No mi amigo pequeño, dijó, porque esta oveja me pertenece.
yuku		I think it is likely that the reason "forest" and "mountain" are the same is that the forests in the area are generally in the mountains thus they are conceptually metonymous.		forest	up to the forest	into the forest	bosque	al bosque				Kua'in mancha yuku ka ntuki tika katsia , vari tsi'i xiin soko .	He went up to the forest to look for crickets to eat because he was very hungry.	Él fue al bosque para buscar grillos a comer por qué tenía mucho hambre.
yuku				woods			bosque					Ta ntsai yuku ka ntakita'in tsi in ntiva'u .	When he arrived in the woods he met with a coyote.	Cuando lleguó en el bosque, encontró un coyote.
yuku				forest	the animals of the forest		bosque	los animales del bosque				Ika va'a ntsitsa'an kueyi , ntsatsi kueyi meeso kiti yuku .	There they ate well, they ate all the wild animals of the forest.	Allí comieron bien, comieron todos los animales del bosque.
ña		is this "it" or "that" as in "so that it went away"?		it			él					Natatso ña naku'in .	He chased him away.	Lo ahuyentó, y se fue.
ña				at it			le					Sara ntiva'u ka tuchii niki'via ra ntasaa xeen tina ka ra ntsi'an ña .	Then the coyote became really angry and the dog was barking at it.	Y el coyote estaba furioso y el perro le ladró.
ñani				brother	friend		hermano	compadre				— ¿ Nchii sa'u , ñani ?	What are you doing brother?	Qué estas haciendo hermano?

