Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ña nto'i		what is the function of "ña" here?			his basket			su canasta				, nika'an sa'va ta ntsinia ña nto'i .	Said the frog when he saw the basket.	Dijó la rana cuando vio el tenate.
nto'o				basket	it's friend's basket		tenate	la tenate de su amigo				Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
nto'o				basket			tenate					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
nto'o lochi				the buzzard's basket			el tenate de zopilote					Sara nintivi tuki ini nto'o lochi ka .	Then he went back inside the buzzard's basket.	Y entró en el tenate del zopilote de nuevo.
nto'o				basket			canasta					Sara nikii ini nto'o sara skanta vi .	Then it came out from the basket and jumped.	Pues salió de la canasta y saltó.
ntsai				arrived			llegó					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
ntsain yaa				dancing			bailando					Ntsika koyi nuu viko ntsain yaa .	They were standing (in the clouds | at the party) dancing.	Estaban (en las nubes | a la fiesta) bailando.
ntsain nchu'i yaa		Note that the adverb comes before "yaa" and that it is inflected. Would "ntsain yaa nchu'i" be incorrect?		danced a lot			bailó mucho					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
ña ntsio ntsatsia		is this the same as "yee ña tsatsi" or "iin ña tsatsi"		there was food			había comida					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ntsika koyi				they walked			caminaron					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
ntsiko so nui				walked around dazed			caminó aturdido					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
ntsikui				used to be			eran					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
ntsinchatui				waited			esperó					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
ma ntsini				didn't know			no sabía					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
ma ntsinia				didn't know			no sabía					Sara nikai nuu vikó , cha lochi ka ma ntsinia .	And then he climbed up to the clouds and the the buzzard didn't know.	Y subió a la nubes y el zopilote no sabía.
ntsinia				saw			vio					, nika'an sa'va ta ntsinia ña nto'i .	Said the frog when he saw the basket.	Dijó la rana cuando vio el tenate.
ntsio				turned out			fue					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ña ntsio ntsatsia		is this the same as "yee ña tsatsi" or "iin ña tsatsi"		there was food			había comida					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ntsio				there was			había					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ntutsi xeen inia				his feelings were hurt			sus sentimientos esran heridos					Sara ntutsi xeen inia ra ntavi .	Then his feelings were hurt and he flew away.	Pues sus sentimientos eran heridos.
nii ntuu so				all day long			todo el día					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
nu'i vi'i				goes home			va a su casa					Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
ntsiko so nui				walked around dazed			caminó aturdido					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
nisana nui		'mistook', 'confused' "sana nuu"		he mistook			él se equivocó					Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
nuu				in	really high up in the clouds		en	a muy gran altura en las nubes				Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
nuu				at	at the party		a	a la fiesta				Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
nuu		("when"? "where"? 'in'?)										— Saka nuu nikitsaa yu nchatu yo	(?)  I arrived I waited for you.	(?)
nuu vikó				in the clouds			en las nubes					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
nuu vikó				in the clouds			en las nubes					Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
nuu				to	to the clouds		a	a las nubes				Sara nikai nuu vikó , cha lochi ka ma ntsinia .	And then he climbed up to the clouds and the the buzzard didn't know.	Y subió a la nubes y el zopilote no sabía.
nuu		ASK MILLE, is this 'at the party' or 'in the clouds'?!!		in	in the clouds		en	en las nubes				Ntsika koyi nuu viko ntsain yaa .	They were standing (in the clouds | at the party) dancing.	Estaban (en las nubes | a la fiesta) bailando.
mancha nuu vikó				all the way from the clouds			todo el camino de las nubes					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
nuu				to	to the ground		a	para	a la tierra			Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
kue sa'va				frogs			las ranas					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
sa'va				frog			rana					Tiempu saan , amigu va'a ka sa'va ka kuu lochi .	At this time, the frog's best friend was the buzzard.	En este tiempo, el mejor amigo de la rana era el zopilote.
ve'e sa'va				frog's house			la casa de rana					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
kue sa'va				frogs			las ranas					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
tiempu saan				at this time			en este tiempo					Tiempu saan , amigu va'a ka sa'va ka kuu lochi .	At this time, the frog's best friend was the buzzard.	En este tiempo, el mejor amigo de la rana era el zopilote.
tsio saan				so it happened			así sucedío					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
tsio saan				so it happened			así sucedío					Tsio saan , sa'va ka nikee tuki ini nto'o .	And so it happened, the frog got out again of the basket again.	Así sucedío, la rana salió de nuevo del tenate
skanta vi		"vi" is a variant of "kui" ('it' ~"ña")		it jumped			saltó					Sara nikii ini nto'o sara skanta vi .	Then it came out from the basket and jumped.	Pues salió de la canasta y saltó.
snuu				bring down			baja					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
nti'i so				all			todos					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
nii ntuu so				all day long			todo el día					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
ntsiko so nui				walked around dazed			caminó aturdido					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
nuu suku xeen ka vikó				really high up in the clouds	very high up		a muy gran altura en las nubes	muy gran altura				Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
ntavi ta				flew a lot			voló mucho					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
takua				for			para					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
takua				in order to			para					Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
viko tanta'a				wedding party			fiesta de boda					In kii , amigu lochi nikani sa'va ka ku'in in viko tanta'a .	One day the vulture friend invited the frog to go to a wedding party.	Un día el amigo zopilote le invitó la rana a ir a una fiesta de boda.
tiyaxi chi'i		get component's meaning: "tiyaxi" + "chi'i"		are very flat			son muy plana					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
toko				later			luego					Sana ka'an toko .	Talk to you later.	Hasta luego.
tono				like			como					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
tono				as			como					Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
tsa				already			ya					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
ta tsa				when			cuando					Ta tsa kuu nini sa'va ka nikachia :	When it was late the frog said:	Quando era tarde la rana dijó:
tsi				to			a					Ta kuaa ka uni xchaan , sa'va ka nikachia tsi lochi ka :	At about 3am, the frog said to the buzzard:	A aproximamente las tres de la mañana, la rana dijó al zopilote:
tsino				we know			conocemos					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
ntanchiko tuki				returned again	again		volvió de nuevo	de nuevo				Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
nikana tuki				invited again	again		invitó de nuevo	de nuevo				Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
tuki				again			de nuevo					Tsio saan , sa'va ka nikee tuki ini nto'o .	And so it happened, the frog got out again of the basket again.	Así sucedío, la rana salió de nuevo del tenate
nintivi tuki				went back inside	entered again	again	entró de nuevo	de nuevo				Sara nintivi tuki ini nto'o lochi ka .	Then he went back inside the buzzard's basket.	Y entró en el tenate del zopilote de nuevo.
inka tuku kii				later that day	the next day							Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
inka tuku		why "inka tuku" here? why not just "inka" (another)?		another			una otra					Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
kuni ka tuu				before sunrise	sunrise		antes del amanecer	amanecer				Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
uni				three	three in the morning		tres	tres de la mañana				Ta kuaa ka uni xchaan , sa'va ka nikachia tsi lochi ka :	At about 3am, the frog said to the buzzard:	A aproximamente las tres de la mañana, la rana dijó al zopilote:
amigu va'a				best friend			mejor amigo					Tiempu saan , amigu va'a ka sa'va ka kuu lochi .	At this time, the frog's best friend was the buzzard.	En este tiempo, el mejor amigo de la rana era el zopilote.
va'a xeen				very nice			muy bien					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
vari				because			porque					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
ve'e sa'va				frog's house			la casa de rana					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
ve'e				house			casa					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
skanta vi		"vi" is a variant of "kui" ('it' ~"ña")		it jumped			saltó					Sara nikii ini nto'o sara skanta vi .	Then it came out from the basket and jumped.	Pues salió de la canasta y saltó.
vi'i		vowel harmony!! make note of possesed nouns that do this, look for patterns!!		it's house			su casa					Tsio saan , nikuu ntitsai vi'i , cha ma ntsini lochi ka ña nintoo sa'va ka .	And so it happened, when he arrived at his house, that the buzzard didn't know that he had left the frog behind.	Así sucedió, cuando él llegó a casa, el zopilote no sabía que dejó la rana atrás.
nu'i vi'i				goes home			va a su casa					Nikunuu lochi ka ntantuki nto'i takua nu'i vi'i .	After some time, the buzzard found his basket in order to go home.	Después de un rato, el zopilote, encontré su cesta para irse a case.
vichi				today			hoy en día					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
viko tanta'a				wedding party			fiesta de boda					In kii , amigu lochi nikani sa'va ka ku'in in viko tanta'a .	One day the vulture friend invited the frog to go to a wedding party.	Un día el amigo zopilote le invitó la rana a ir a una fiesta de boda.
nuu viko		ASK MILLE, is this 'at the party' or 'in the clouds'?!!		in the clouds			en las nubes					Ntsika koyi nuu viko ntsain yaa .	They were standing (in the clouds | at the party) dancing.	Estaban (en las nubes | a la fiesta) bailando.
nuu suku xeen ka vikó				really high up in the clouds	clouds		a muy gran altura en las nubes	nubes				Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
nuu vikó				at the party			a la fiesta					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
vikó				clouds			nubes					Ta ntsai vikó ka , sara nikee sa'va ka ini nto'o sara nikachia :	When he got to the clouds, the frog came out from the basket and said:	Cuando llegó en las nubes, la rana salió del tenate y dijó:
nuu vikó				in the clouds			en las nubes					Nii ntuu so ntsika koyi ve'e nuu vikó .	They walked all day long to the house in the clouds.	Caminaron todo el día a la casa en las nubes.
nuu vikó				in the clouds	clouds		en las nubes	nubes				Inka tuku kii , lochi ka nikana tuki sa'va ka inka tuku viko nuu vikó .	Later that day, the buzzard again invited the frog to another party in the clouds.	Más tarde en el día, el zopilote le invitó de nuevo la rana a una otra fiesta en las nubes. 
nuu vikó				to the clouds			a las nubes					Sara nikai nuu vikó , cha lochi ka ma ntsinia .	And then he climbed up to the clouds and the the buzzard didn't know.	Y subió a la nubes y el zopilote no sabía.
mancha nuu vikó				all the way from the clouds			todo el camino de las nubes					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
xchaan				tomorrow			mañana					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
xchaan				morning	three in the morning		mañana	tres de la mañana				Ta kuaa ka uni xchaan , sa'va ka nikachia tsi lochi ka :	At about 3am, the frog said to the buzzard:	A aproximamente las tres de la mañana, la rana dijó al zopilote:
nuu suku xeen ka vikó				really high up in the clouds	very high up		a muy gran altura en las nubes	muy gran altura				Cha viko ka kunkukui nuu suku xeen ka vikó .	And the party will be really high up in the clouds.	Y la fiesta va a ser a muy gran altura en las nubes.
ntutsi xeen inia				his feelings were hurt			sus sentimientos esran heridos					Sara ntutsi xeen inia ra ntavi .	Then his feelings were hurt and he flew away.	Pues sus sentimientos eran heridos.
va'a xeen				very nice			muy bien					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
kuni xeen kusu yu				I am very tired			estoy muy cansado.					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
ni'i xeen		add entry"ni'i" 'force'; check for some different uses		with force			con fuerza					Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a
yachi xiin				right next to			justo al lado de	cerca de				Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
yaa				music			música					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ntsain yaa				dancing			bailando					Ntsika koyi nuu viko ntsain yaa .	They were standing (in the clouds | at the party) dancing.	Estaban (en las nubes | a la fiesta) bailando.
ntsain nchu'i yaa		Note that the adverb comes before "yaa" and that it is inflected. Would "ntsain yaa nchu'i" be incorrect?		danced a lot			bailó mucho					Cha ntsiko so nui vari ntsain nchu'i yaa .	And he was walking around dazed because he was dancing a lot.	Y caminaba aturido porque he bailado mucho.
yachi xiin				right next to			justo al lado de	cerca de				Cha nisana nui nto'i ntaki'an inka nto'o ña iin yachi xiin nto'i .	But he mistook the basket and grabbed another basket that was lying near his.	Pero él se equivocó él de tenate, y agarró otro tenate que estaba cerca del tenate de él.
yee				have			tienen					Tsa'a ña , kue sa'va yee vichi tiyaxi chi'i tsino .	Because of that, frogs now are very flat looking as we know them today.	Por eso las ranas hoy en día son muy planas como las conocemos.
yo				you			te					— Va'a ni , xchaan nakitsi kiki'in yo .	Good, tomorrow I'll come pick you up.	Bueno, mañana vengo para recogerte.
yo'o				here			aquí					— Amiku sa'va , ¿ a nchanchee inkau yo'o ?	Friend frog, have you been here since the early morning?	Amigo rana, ¿tu has estado aqui desde temprano?
nikitsaa yu				I arrived			llegué					— Saka nuu nikitsaa yu nchatu yo	(?)  I arrived I waited for you.	(?)
kunu'u yu				I'm going home			me voy a ir a casa					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
kuni xeen kusu yu				I am very tired			estoy muy cansado.					— Amigu , kunu'u yu vari kuni xeen kusu yu .	Friend, I'm going to leave because I'm very tired.	Amigo, voy irme por qué estoy muy cansado.
kaka ña mani		is this "ña" a pronoun for 'someone'? What is the gloss form?		ask for a favor			pedir un favor					Sara sa'va ka kue nitsita'an inia kaka ña mani .	Then the frog didn't want to ask a favor.	Pues el rana no le gustó pedir un favor.
nto'o amigu ña				it's friend's basket	it's friend		la tenate de su amigo	su amigo				Cha tono nti'i so kue lochi nchiso kui nto'i ta kua'in , sa'va ka ntakoi kuni ka tuu , ra nintoi ini nto'o amigu ña .	And then like (all vultures do it carried a basket?) when it went, the frog got up before sunrise and went inside it's friend's basket.	Y pues (como todos los zopilotes cargó una tenate) cuando se fue, el rana se despertó antes del amanecer y se entró en la tenate de su amigo.
ña				that			que					Cha nikachi na ve'e sa'va ka ña tsa kua'in , tsa nchatui nuu vikó .	And at the frog's house they said he already left, he is already waiting at the party.	Y a la casa del rana dijeron que él ya se fue, y él ya está esperando a la fiesta.
ña ntsio ntsatsia		is this the same as "yee ña tsatsi" or "iin ña tsatsi"		there was food			había comida					Viko ka va'a xeen ntsio , ña ntsio ntsatsia , ntsio yaa .	The party was really nice, they ate, there was music.	La fiesta fue muy bien, comieron, había música.
ña				there			allí					Sara sa'va ka ntanchiko tuki ini nto'o , ra ntsinchatui takua nakitsaa lochi ka snuu ña ña .	And then the frog got back into the basket and waited for the buzzard to leave and to bring it down from the clouds.	Y la rana volvió en el tenate y esperó para el zopilote a partir y bajarlo.
		what is the function of "ña" here?										, nika'an sa'va ta ntsinia ña nto'i .	Said the frog when he saw the basket.	Dijó la rana cuando vio el tenate.
ñayivi				Earth			la Tierra					Ta kuni ka kitsaa ñayivi , kue sa'va ka ntsikui tono in ntivi .	Before the Earth began, frogs used to be shaped like an egg.	Antes de la tierra empezó, las ranas tenían la forma de un huevo.
nuu ñu'u				to the ground	ground		a la tierra	tierra				Ntavi ta sa'va , nikana kavi mancha nuu vikó ni'i xeen niyai nuu ñu'u .	The frog flew a lot, and it fell down rapidly from the clouds and fell to the ground.	La rana voló mucho, cayó todo el camino de las nubes y cayó a

