Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ntane'e ti				it finds			encontra					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ntee				lay			acosta					Yo'o ntee uvi ntixi .	There are two corn cobs laying here.	Hay dos elotes aquí.
ntee				are lying			se están acostados					Yo'o ntee uni xini .	There are three hats lying here.	Hay tres sombreros aquí.
ntee				are laying			se acostan					Yo'o ntee kumi chiki .	Here there are four cactus pears lying here.	Aquí estan acostandos cuatro nopales.
nti'u'un				all five			los cinco					Mitu'un ña'a yo'o , kuntaki'in nti'u'un ita .	This woman will pick all five flowers by herself.	Esta mujer va recoger los cinco flores por ella misma.
ntikumi				all four			cada de los cuatro					Mitu'un ñasi'i , kunkatsia ntikumi chiki .	The girl will eat all four cactus pears by herself.	La niña va a comer cada de los cuatro nopales por ella misma.
ntilesu				of the rabbits			de los conejos					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ntilesu				each rabbit			cada conejo					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ntisa				?			?					Nchii numero nikuni nastucha ko ntisa mii cha saan so kunkui in .	Where we want to divide a number by itself it will always equal one.	Cuando queremos dividir un numero por si mismo, siempre egal uno.
ntixi				corn cob			elote					Yo'o ntee uvi ntixi .	There are two corn cobs laying here.	Hay dos elotes aquí.
ntixi				corn			elote					Tatu nastucha ko ntixi yo'o nuu uvi ñasi'i , ta ian kuntuta'in in ntixi .	If we distribute two corn cobs between the girls then they each get one corn.	Se distribuimos dos elotes entre las niñas, entonces cada un entre ellas reciben un elote.
ntoko				blackberry			mora					Kuu ntakuain  ______ ntoko .		
ntua				vegitable			verdura					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ntuta'in				it gets			recibe					Tatu nastucha ko kue kiche'e nuu uvi tina , ta in tina ntuta'in uvi kiche'e .	If we divide the bones between two dogs, then one dog gets two bones.	Se compartimos los huesos entre dos perros, entonces un perro recibe dos huesos.
ntuta'in				has			tiene					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
numero				number			numero					Nchii numero nikuni nastucha ko ntisa mii cha saan so kunkui in .	Where we want to divide a number by itself it will always equal one.	Cuando queremos dividir un numero por si mismo, siempre egal uno.
nuni				corn kernals			granos de maíz					Yo'o ntee utsi nuni .	Here there are ten corn kernals.	Aquí estan diez granos de maíz.
nuni				corn kernal			grano de maíz					Tatu nastucha ko nuni nuu kue ti'in yo'o , ta ian kuntuta'in  _________ nuni .		
nuni				kernal			grano					Tatu nastucha ko nuni nuu kue ti'in yo'o , ta ian kuntuta'in  _________ nuni .		
nuu				between			entre					Tatu nastucha ko ntixi yo'o nuu uvi ñasi'i , ta ian kuntuta'in in ntixi .	If we distribute two corn cobs between the girls then they each get one corn.	Se distribuimos dos elotes entre las niñas, entonces cada un entre ellas reciben un elote.
nuu				by			por					Kuna'u : Nchii numero nikuni nastucha na nuu mito'on , cha suu numero yo'o kunkukui .	Remember when we wanted to divide a number by itself then it will equal the same number.	Recuera que cuando querimos dividir un numero por si mismo, egal el mismo numero.
nuu				on			su					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
nuu				in	in the donkey's sack		en	in los sacos del burro				Stucha kue numero ña inkaa nuu nchiso lurru yo'o , sara ntachi ta'un ña , takua kunu nchi tsio vee ka .	We divide the numbers that are on this donkey's sacks, then add it all up so that you know which side is heavier.	Dividimos los numeros que están en los sacos del burro, luego lo addiciona para que sabes cual lado es el mas pessado.
oko				twenty			viente					Tinu kumia oko pesu .	Tinu has twenty pesos.	Tinu tiene viente pesos.
paa				bread			pan					Kuu ntakuain ______  paa .		
pastel				cake			pastel					Kuu ntakuain ______ pastel .		
pesu				peso			peso					Tinu kumia oko pesu .	Tinu has twenty pesos.	Tinu tiene viente pesos.
kuntuta'an ra				will get			recibirá	va a recibir				Tatu nastucha ko kue nchika nuu uvi ñachaa yo'o , i'iin ñachaa kuntuta'an ra kumi nchika .	If we distribute the plantains between the two men here, each one of the men will get four plantains.	Se distribuimos los platanos entre aquellos hombres aquí, cada un recibirá cuatro platanos.
saan so				always			siempre					Nchii numero nikuni nastucha ko ntisa mii cha saan so kunkui in .	Where we want to divide a number by itself it will always equal one.	Cuando queremos dividir un numero por si mismo, siempre egal uno.
				always			siempre					Kuna'u : Nastucha ko in numero nuu uvia , saan so tsa'i sava ntaa numero .	Remember: when we distribute a number among two, it always yields exactly half of that number.	Recuerda: quando distribuimos un número entre dos, siempre produce exactamente la mitad de ese número.
sachi				left			izquierdo					Tsio sachi ________________	left side ________________                  
                  	lado izquierdo ________________
                  
sara				then	so that		y	para que				Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
sara				then			luego					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ka'ncha sava				to divide										
				half			la mitad					Kuna'u : Nastucha ko in numero nuu uvia , saan so tsa'i sava ntaa numero .	Remember: when we distribute a number among two, it always yields exactly half of that number.	Recuerda: quando distribuimos un número entre dos, siempre produce exactamente la mitad de ese número.
				always			siempre					Kuna'u : Nastucha ko in numero nuu uvia , saan so tsa'i sava ntaa numero .	Remember: when we distribute a number among two, it always yields exactly half of that number.	Recuerda: quando distribuimos un número entre dos, siempre produce exactamente la mitad de ese número.
staa				tortilla			tortilla					Tatu nastucha ko utsi uvi staa nuu kumi musu , kuntuta'an na  _______ staa .	If we divide twelve tortillas between four workers, they get  _______ tortillas.	Se dividimos doce tortillas entre cuatro trabajadores, reciberán  _______ tortillas.
stucha				to distribute	we distribute		distribuir	distribuimos				Kuna'u : Dividir kunia kachia stucha ko .	Remember: "divide" means to distribute.	Recuera: "dividir" significa distribuir.
suu				the same			el mismo					Kuna'u : Nchii numero nikuni nastucha na nuu mito'on , cha suu numero yo'o kunkukui .	Remember when we wanted to divide a number by itself then it will equal the same number.	Recuera que cuando querimos dividir un numero por si mismo, egal el mismo numero.
ta				then			entonces					Tatu nastucha ko ntixi yo'o nuu uvi ñasi'i , ta ian kuntuta'in in ntixi .	If we distribute two corn cobs between the girls then they each get one corn.	Se distribuimos dos elotes entre las niñas, entonces cada un entre ellas reciben un elote.
ta in ta in				?			?					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ta in ta in				?			?					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ntachi ta'un				add	put together		adicione					Stucha kue numero ña inkaa nuu nchiso lurru yo'o , sara ntachi ta'un ña , takua kunu nchi tsio vee ka .	We divide the numbers that are on this donkey's sacks, then add it all up so that you know which side is heavier.	Dividimos los numeros que están en los sacos del burro, luego lo addiciona para que sabes cual lado es el mas pessado.
takua				for			para					Kumi chiki ÷ in ñasi'i = kumi chiki takua mii		
takua mii				for oneself			para ella misma					U'un ita ÷ in ñaña'a = u'un ita takua mii		
una ti				eight of them			oche de ellos					¿ Nisa tikuaa kuntuta'an kue ñasi'i tatu nastucha ko una ti nuu kumi ñasi'i ?	How many oranges will the girls get if we distribute eight of them between four girls?	¿Quantas naranjas recibirán las niñas se distribuimos de ellos entre cuatro niñas?
ntane'e ti				it finds			encontra					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
katsi ti				it eats			come					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ti'in				mouse			ratón					Yo'o inkaa u'un ti'in	Here there are five mice.	Aquí están cinco ratónes.
kue ti'in				the mice	mouse		los ratones	ratón				Tatu nastucha ko nuni nuu kue ti'in yo'o , ta ian kuntuta'in  _________ nuni .		
tiki				seed			semilla					Yo'o ntee iñu tiki .	Here there are six seeds.	Aquí hay seis semillas.
tiki				seed			demilla					Iñu tiki ÷ uni choko = uvi tiki i'iin choko		
tikuaa				orange			naranja					¿ Nisa tikuaa kuntuta'an kue ñasi'i tatu nastucha ko una ti nuu kumi ñasi'i ?	How many oranges will the girls get if we distribute eight of them between four girls?	¿Quantas naranjas recibirán las niñas se distribuimos de ellos entre cuatro niñas?
tina				two			perro					Yo'o inkaa uvi tina .	Here there are four dogs.	Aquí hay cuatro perros.
tina				dog			perro					Tatu nastucha ko kue kiche'e nuu uvi tina , ta in tina ntuta'in uvi kiche'e .	If we divide the bones between two dogs, then one dog gets two bones.	Se compartimos los huesos entre dos perros, entonces un perro recibe dos huesos.
tintixi				pomegranate			granada					Tatu nastucha ko iin tintixi nuu uni ñakuachi , i'iin ñakuachi kuntuta'in _______  tintixi .	If we distribute nine pomegranate between three children each one of the children will get  _______ pomegranate.	Se distribuyamos nueve granadas entre tres niños, cad un de ellos va a recibir  _______.
tsa'i				yields			produce					Kuna'u : Nastucha ko in numero nuu uvia , saan so tsa'i sava ntaa numero .	Remember: when we distribute a number among two, it always yields exactly half of that number.	Recuerda: quando distribuimos un número entre dos, siempre produce exactamente la mitad de ese número.
tucha				corn drink								Kuu ntakuain ______  vasu tucha .		
una				eight	eight of them		ocho	oche de ellos				¿ Nisa tikuaa kuntuta'an kue ñasi'i tatu nastucha ko una ti nuu kumi ñasi'i ?	How many oranges will the girls get if we distribute eight of them between four girls?	¿Quantas naranjas recibirán las niñas se distribuimos de ellos entre cuatro niñas?
utsi				ten			diez					Yo'o ntee utsi nuni .	Here there are ten corn kernals.	Aquí estan diez granos de maíz.
utsi uvi				twelve			doce					Tatu nastucha ko utsi uvi nuu uni , ¿ nisa kui ?	If we divide twelve by three, what does that equal?	Se dividimos doce por tres, quanto hace?
				twelve			doce					Tatu nastucha ko utsi uvi staa nuu kumi musu , kuntuta'an na  _______ staa .	If we divide twelve tortillas between four workers, they get  _______ tortillas.	Se dividimos doce tortillas entre cuatro trabajadores, reciberán  _______ tortillas.
				twelve			doce					Tatu nastucha ko utsi uvi staa nuu kumi musu , kuntuta'an na  _______ staa .	If we divide twelve tortillas between four workers, they get  _______ tortillas.	Se dividimos doce tortillas entre cuatro trabajadores, reciberán  _______ tortillas.
uvia				two			dos					Kuna'u : Nastucha ko in numero nuu uvia , saan so tsa'i sava ntaa numero .	Remember: when we distribute a number among two, it always yields exactly half of that number.	Recuerda: quando distribuimos un número entre dos, siempre produce exactamente la mitad de ese número.
vasu				vase			vaso					Kuu ntakuain ______  vasu tucha .		
vee				heavy	heavier		pesado	más pesado				Stucha kue numero ña inkaa nuu nchiso lurru yo'o , sara ntachi ta'un ña , takua kunu nchi tsio vee ka .	We divide the numbers that are on this donkey's sacks, then add it all up so that you know which side is heavier.	Dividimos los numeros que están en los sacos del burro, luego lo addiciona para que sabes cual lado es el mas pessado.
vee				heavy	the heaviest		pesado	el mas pessado				Tsio ________________ kuu ña vee ka .	The ________________ side is the heavier.	El lado ________________ es el más pesado.
xini				hat			sombrero					Yo'o ntee uni xini .	There are three hats lying here.	Hay tres sombreros aquí.
yo'o				this			esta					Ña'a yo'o kuu na Lina .	This woman is Lina.	Esta mujer es Lina.
yo'o				this			este					Mitu'un ña'a yo'o , kuntaki'in nti'u'un ita .	This woman will pick all five flowers by herself.	Esta mujer va recoger los cinco flores por ella misma.
ña'a				woman			mujer					Ña'a yo'o kuu na Lina .	This woman is Lina.	Esta mujer es Lina.
ño'o				that			esa					Ño'o kuu Yesenia .	That is Yesenia	Esta es Yesenia
ña				that			que					Stucha kue numero ña inkaa nuu ntua sara kunu nchi ntilesu ntuta'in , sara ntana'a in linia takua ta in ta in ntilesu ntane'e ti ntua katsi ti .	We divide the numbers that are on the vegitables then you will know which rabbit has it. Then draw a line for each of the rabbit to hop across and find the vegitable and eat it. 	Dividamos los numeros que están en las verduras luego vas a saber cual conejo lo tiene. Luego dibuja una linea para cada conejo  saltar y encontrar y comer la verdura.
ña				them			los					Stucha kue numero ña inkaa nuu nchiso lurru yo'o , sara ntachi ta'un ña , takua kunu nchi tsio vee ka .	We divide the numbers that are on this donkey's sacks, then add it all up so that you know which side is heavier.	Dividimos los numeros que están en los sacos del burro, luego lo addiciona para que sabes cual lado es el mas pessado.
ña				that which is	the heaviest		lo que es					Tsio ________________ kuu ña vee ka .	The ________________ side is the heavier.	El lado ________________ es el más pesado.
				things										
ñachaa				man			hombre					Yo'o inkaa uvi ñachaa .	Here there are two of the men.	Aquí hay dos hombres.
ñakuachi				child			niño					Tatu nastucha ko iin tintixi nuu uni ñakuachi , i'iin ñakuachi kuntuta'in _______  tintixi .	If we distribute nine pomegranate between three children each one of the children will get  _______ pomegranate.	Se distribuyamos nueve granadas entre tres niños, cad un de ellos va a recibir  _______.
ñasi'i				girl			niña					Tatu nastucha ko ntixi yo'o nuu uvi ñasi'i , ta ian kuntuta'in in ntixi .	If we distribute two corn cobs between the girls then they each get one corn.	Se distribuimos dos elotes entre las niñas, entonces cada un entre ellas reciben un elote.
kue ñasi'i				the girls	girl		las niñas	niña				¿ Nisa tikuaa kuntuta'an kue ñasi'i tatu nastucha ko una ti nuu kumi ñasi'i ?	How many oranges will the girls get if we distribute eight of them between four girls?	¿Quantas naranjas recibirán las niñas se distribuimos de ellos entre cuatro niñas?
ñasuii				boy			niño					Yo'o inkaa uni ñasuii .	Here there are three boys.	Aquí estan tres niños.
ñaña'a				woman			mujer					U'un ita ÷ in ñaña'a = u'un ita takua mii		

