Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
ntsikuntu'u ti				it was sitting	it was landing		sentaba	aterrizaba				Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
ntsinu				extended			llegó					Sara numa ña yutu ka ntsinu mancha vikó .	And the peak of that tree extended all the way to the clouds.	Y la punta de aquel árbol llegó hasta las nubes.
ntsio				lived			vivía					Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
ntsio		past tense		it occured			ocurrió					Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
ntsio				happened			ocurrió					Ntakani na nixi ntsikaa tuyuku tsi in ya'a ntsio kiti kua'an ñuu Nkoyo .	The people told about how a Sabine tree used to stand and how an eagle (?) came to Mexico City. 	La gente contaron de como había un sabino estaba y como una ágila (?) ocurrió a venir a la Ciudad de México.
ntsitsi'i kueyi				used to drink			bebíban					Sara kua'a nchu'a kueña kuachi ntsitsi'i kueyi .	And many of the people and their children used to always drink there.	Y mucha gente y sus niño bebían allí.
ntuu				daytime	the next day		día	el proximo día				Cha ta ntuu inka kii ntakoo ta nikaa tu .		
ntuu ñu so		"ntuu" + "ñu" + "so" (what are the parts to this!?)		?			?					Sara nikitsaa kuera inka tuku ntsan'cha kuera tu ntuu ñu so sara sana nchan'cha tu .	Then they started again to chop the tree down (?) and then it was felled.	
numa				peak			punta					Sara numa ña yutu ka ntsinu mancha vikó .	And the peak of that tree extended all the way to the clouds.	Y la punta de aquel árbol llegó hasta las nubes.
numa		isn't this leaf in some cases?		top	in the middle of the top		la punta	en el medio de la punta				Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
nuu				when			cuando					Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
nuu				in	in the Sabine		en	en el sabino				Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
nuu				where			donde					Sara tsa'a tuyuku ka nuu inkaa chikuii , ntsikaa in yatsi kua'a ña ntsikava .		
nuu chikuii				into the water			en el agua					Cha miki nitsikuu tava kueyi ña , cha ntsikana kava kueyi nuu chikuii ka .		
nuu ma'in ñuu				in the middle of town			en el centro del pueblo					Inka kua saan kumi kuatsika nuu ma'in ñuu nuu ntsikaa tuyuku chi nuu veñu'u .		
nuu tumin'cha				on a prickly pear cactus	on a opuntia		en un nopal					Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
nuu ma'in		decide on where to put this in dictionary, should be related entry, maybe inside "ma'in"		in the middle			en el medio					Tsa'a ña yee in ya'a nuu ma'in sa'ma ka'nu ña Nkoyo .	And that's why there is an eagle in the middle of the Mexican flag.	Y por esto hay una ágila en el medio de la bandera Méxicana.
nuu sa'ma				on the cloth			en la tela					Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
nuu				on			en					nikintoo tuku ti nuu xu'un .	It is found also on money.	Se lo encuentra también en el dinero.
ra		is this a conjunction or a person marker?		?			?					Ma nikunchee kuera kancha ra tu iin kii .		
nuu sa'ma				on the cloth			en la tela					Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
sa'ma ka'nu ña nkoyo				Mexican flag			la bandera de México					Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
saan		what's the function here?										Inka kua saan kumi kuatsika nuu ma'in ñuu nuu ntsikaa tuyuku chi nuu veñu'u .		
saan				that's how			así es como					Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
saan				such?			así?					Tatu nikuu saan , ka'ncha na tuyuku ntsikaa ye'e veñu'u ñuu Xnuviko yo .		
sana		sense of "sana" here? 'again'?		?			?					Sara nikitsaa kuera inka tuku ntsan'cha kuera tu ntuu ñu so sara sana nchan'cha tu .	Then they started again to chop the tree down (?) and then it was felled.	
se'e				offspring			la cría					Kachi na ña Tule luulu se'e Tule ka'nu kuu tu .	They say that El Tulito is the offspring of the big Tule.	Dicen que El Tulito es la cría del Tule grande.
si'vi		noun - "context "si'vi kuu..." 'my name is...'		name	the name of the town		nobre	el nobre del pueblo				Tsa'a ña ntsaki na si'vi ñuu ka , Yoso Xnuviko a Xnuviko .	That's why the (?) name of the town is "Town of the Clouds" or "Down from the Clouds".	Por esto (?) el nobre del pueble es "Pueblo de las Nubes" o "Bajan las Nubes".
skunani na		tense?		they named			llaman					Kue nivi skunani na ña " Yutu Tuyuku Tule " .	The people named it "the sabine Evergreen cypress tree".	La gente lo llaman "el sabino ahuehuete".
ntuu ñu so		"ntuu" + "ñu" + "so" (what are the parts to this!?)		?			?					Sara nikitsaa kuera inka tuku ntsan'cha kuera tu ntuu ñu so sara sana nchan'cha tu .	Then they started again to chop the tree down (?) and then it was felled.	
suku				high			alto					Tatsa na'a ñuu Xnuviko ntsikaa in tuyuku ntsikumia uvi nta'a , ntsikai suku ta .		
suku ta				very tall			muy alto					Inkaa tu uvi mil kuia cha ka'nu tu kua uxiko uvi metru ; suku ta .	It was two thousand years old and it was big, around fourty two meters; very tall.	Tenía dos mil años de edad y era grande, cerca de cuarenta y dos metros; muy alto.
ta				very			muy					Tatsa na'a ñuu Xnuviko ntsikaa in tuyuku ntsikumia uvi nta'a , ntsikai suku ta .		
suku ta				very tall			muy alto					Inkaa tu uvi mil kuia cha ka'nu tu kua uxiko uvi metru ; suku ta .	It was two thousand years old and it was big, around fourty two meters; very tall.	Tenía dos mil años de edad y era grande, cerca de cuarenta y dos metros; muy alto.
nitsikuu tava kueyi		"ni-" + "tsi-" + "kuu"? Is this a phrase or is the "tava" part of the verb (MWE)?										Cha miki nitsikuu tava kueyi ña , cha ntsikana kava kueyi nuu chikuii ka .		
tavi		is this "tava" inflected? if so, what does it mean?		?			?					Sara kueña kuachi ntsikunia tavi yatsi ka .		
kua'an ti				it came			élla vino					Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
ntsikuntu'u ti				it was sitting	it was landing		sentaba	aterrizaba				Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
ti				it (animal)			la (animal)					Sara ntsa'an kue nivi yata ntii na ti .	Then the older people arrived and (?) it.	Y los ancianos llegaron y (?).
nikintoo ti		why is this in past? (appears? is placed?)										Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
		why "ni-"!?		it appears			se lo encuentra					nikintoo tuku ti nuu xu'un .	It is found also on money.	Se lo encuentra también en el dinero.
tono				like			como					Ñuu yo'o kunkui Ñuu Ka'nu tono Nkoyo .		
tsa na'a				a long time ago			hace much tiempo					Ntakani na tsa na'a tu'un ña .	They told the story a long time ago.	Contaron el cuento hace much tiempo.
tsa'a tuyuku				below the sabine			debajo del sabino					Sara tsa'a tuyuku ka nuu inkaa chikuii , ntsikaa in yatsi kua'a ña ntsikava .		
tsa'a tu				it's base (?)	it's trunk (?)		su tronco (?)					Ña nchee tsa'a tu kui kua uxiko tsa'un uni metru .		
uxiko tsa'un uni				fifty seven			cincuenta y siete					Ña nchee tsa'a tu kui kua uxiko tsa'un uni metru .		
tsi				and			y					Ntakani na nixi ntsikaa tuyuku tsi in ya'a ntsio kiti kua'an ñuu Nkoyo .	The people told about how a Sabine tree used to stand and how an eagle (?) came to Mexico City. 	La gente contaron de como había un sabino estaba y como una ágila (?) ocurrió a venir a la Ciudad de México.
chi tsio kuchi		'fell to the north side'?!		?			?					Sara in numa niyai chi tsio kuchi , chi nuu Yucha Ita nania Tixitu .		
tu		(the tree)		it			lo					Ma nikunchee kuera kancha ra tu iin kii .		
tu				it (tree)			lo (árbol)					Cha ta ntuu inka kii ntakoo ta nikaa tu .		
nchan'cha tu		is this a passive?		it was chopped down			lo cortaron					Sara nikitsaa kuera inka tuku ntsan'cha kuera tu ntuu ñu so sara sana nchan'cha tu .	Then they started again to chop the tree down (?) and then it was felled.	
inkaa tu  kuia		phrase formula for age: "inkaa + (pron) + (num) + kuia"		it was two thousand years old			tenía dos mil años de edad					Inkaa tu uvi mil kuia cha ka'nu tu kua uxiko uvi metru ; suku ta .	It was two thousand years old and it was big, around fourty two meters; very tall.	Tenía dos mil años de edad y era grande, cerca de cuarenta y dos metros; muy alto.
ka'nu tu		predicating adj		it was big			era grande					Inkaa tu uvi mil kuia cha ka'nu tu kua uxiko uvi metru ; suku ta .	It was two thousand years old and it was big, around fourty two meters; very tall.	Tenía dos mil años de edad y era grande, cerca de cuarenta y dos metros; muy alto.
tsa'a tu				it's base (?)	it's trunk (?)		su tronco (?)					Ña nchee tsa'a tu kui kua uxiko tsa'un uni metru .		
nani tu				it is called			se llama					Yee inka tuyuku luu ka xoo luu yachi nuu inkaa Tule yo cha nani tu " Tule luulu " .	There is another small sabine, very small nearby where El Tule and it is called "The Very Small Tule".	Hay un otro pequeño sabino, muy pequeño cerca de donde está El Tule y se llama "El Tulito".
inkaa tu  kuia				it was one thousand years old			tenía mil años de edad					Cha inkaa tu in mil kuia .	And it was one thousand years old.	Y tenía mil años de edad.
kuu tu				it is			es					Kachi na ña Tule luulu se'e Tule ka'nu kuu tu .	They say that El Tulito is the offspring of the big Tule.	Dicen que El Tulito es la cría del Tule grande.
tu'un				story			cuento					Ntakani na tsa na'a tu'un ña .	They told the story a long time ago.	Contaron el cuento hace much tiempo.
tuku				also			también					nikintoo tuku ti nuu xu'un .	It is found also on money.	Se lo encuentra también en el dinero.
nuu tumin'cha				on a prickly pear cactus	on a opuntia	prickly pear cactus	en un nopal	nopal				Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
tuyuku				sabine tree			sabino					Ñaño'o kuu iin ña ntakani ñatu'un tuyuku Ñuu Ka'nu .		
tuyuku				Sabine	in the Sabine		sabino	en el sabino				Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
tsa'a tuyuku				below the sabine			debajo del sabino					Sara tsa'a tuyuku ka nuu inkaa chikuii , ntsikaa in yatsi kua'a ña ntsikava .		
tuyuku				Sabine tree			sabino					Ntakani na nixi ntsikaa tuyuku tsi in ya'a ntsio kiti kua'an ñuu Nkoyo .	The people told about how a Sabine tree used to stand and how an eagle (?) came to Mexico City. 	La gente contaron de como había un sabino estaba y como una ágila (?) ocurrió a venir a la Ciudad de México.
uvi				two			rama					Tatsa na'a ñuu Xnuviko ntsikaa in tuyuku ntsikumia uvi nta'a , ntsikai suku ta .		
uxiko uvi				forty two			cuarenta y dos					Inkaa tu uvi mil kuia cha ka'nu tu kua uxiko uvi metru ; suku ta .	It was two thousand years old and it was big, around fourty two meters; very tall.	Tenía dos mil años de edad y era grande, cerca de cuarenta y dos metros; muy alto.
veñu'u				church			iglesia					Inka kua saan kumi kuatsika nuu ma'in ñuu nuu ntsikaa tuyuku chi nuu veñu'u .		
veñu'u				the church			la iglesia					Tatu nikuu saan , ka'ncha na tuyuku ntsikaa ye'e veñu'u ñuu Xnuviko yo .		
vikó				clouds			nubes					Sara numa ña yutu ka ntsinu mancha vikó .	And the peak of that tree extended all the way to the clouds.	Y la punta de aquel árbol llegó hasta las nubes.
xoo luu		is "xoo" commonly used as a degree adverb 'very'? Get other uses, add to dictionary.		very small			muy pequeño					Yee inka tuyuku luu ka xoo luu yachi nuu inkaa Tule yo cha nani tu " Tule luulu " .	There is another small sabine, very small nearby where El Tule and it is called "The Very Small Tule".	Hay un otro pequeño sabino, muy pequeño cerca de donde está El Tule y se llama "El Tulito".
xu'un				money			dinero					nikintoo tuku ti nuu xu'un .	It is found also on money.	Se lo encuentra también en el dinero.
ya'a				eagle			águila					Sara saan ntsio ya'a ka kua'an ti Nko'yo ra ntsikuntu'u ti nuu tumin'cha .	And that's how it happened that the eagle came to Mexico city and landed on the prickly pear cactus.	Y así es como ocurrió que la águila vino a la Cuidade de México y arerrizó en el nopal.
yachi				nearby			cerca de					Yee inka tuyuku luu ka xoo luu yachi nuu inkaa Tule yo cha nani tu " Tule luulu " .	There is another small sabine, very small nearby where El Tule and it is called "The Very Small Tule".	Hay un otro pequeño sabino, muy pequeño cerca de donde está El Tule y se llama "El Tulito".
kue nivi yata				the older people			los ancianos					Sara ntsa'an kue nivi yata ntii na ti .	Then the older people arrived and (?) it.	Y los ancianos llegaron y (?).
yatsi				bowl			plato hondo					Sara tsa'a tuyuku ka nuu inkaa chikuii , ntsikaa in yatsi kua'a ña ntsikava .		
ye'e				outside			afuera					Tatu nikuu saan , ka'ncha na tuyuku ntsikaa ye'e veñu'u ñuu Xnuviko yo .		
yo				(what is this doing?)								Tatu nikuu saan , ka'ncha na tuyuku ntsikaa ye'e veñu'u ñuu Xnuviko yo .		
yo		what is this sense of "yo"?!		this(?)								Yee inka tuyuku luu ka xoo luu yachi nuu inkaa Tule yo cha nani tu " Tule luulu " .	There is another small sabine, very small nearby where El Tule and it is called "The Very Small Tule".	Hay un otro pequeño sabino, muy pequeño cerca de donde está El Tule y se llama "El Tulito".
yo'o				town			pueblo					Ñuu yo'o kunkui Ñuu Ka'nu tono Nkoyo .		
				this sabine tree			este sabino					Tuyuku yo'o nani tuku " ahuehuete " .	This sabine tree is also called "Evergreen cypress".	Este sabino se llama también "ahuehuete".
ña yutu				of that tree	tree		de aquel árbol	árbol				Sara numa ña yutu ka ntsinu mancha vikó .	And the peak of that tree extended all the way to the clouds.	Y la punta de aquel árbol llegó hasta las nubes.
yutu				tree			árbol					Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
ña												Ña nchee tsa'a tu kui kua uxiko tsa'un uni metru .		
ñaño'o		why "ña-" here?		this here			este					Ñaño'o kuu iin ña ntakani ñatu'un tuyuku Ñuu Ka'nu .		
ñuu				this			este					Ñuu yo'o kunkui Ñuu Ka'nu tono Nkoyo .		
ñuu ka'nu				Big City			Ciudad Grande					Ñuu yo'o kunkui Ñuu Ka'nu tono Nkoyo .		
ña				about			sobre					Ñaño'o kuu iin ña ntakani ñatu'un tuyuku Ñuu Ka'nu .		
ña				of that	of that tree		de aquel	de aquel árbol				Sara numa ña yutu ka ntsinu mancha vikó .	And the peak of that tree extended all the way to the clouds.	Y la punta de aquel árbol llegó hasta las nubes.
ña				that			que					Sara nuu yutu ka , sara ma'in numa ña ntsikaa in cho'o ya'a ña ntsio nuu tuyuku ka .	And (when/there/where?) the tree...then in the middle of the peak where the treee stood a bald eagle lived in the tree.	
ña		what is this "ña" doing here?		it?			lo?					Ntakani na tsa na'a tu'un ña .	They told the story a long time ago.	Contaron el cuento hace much tiempo.
ña				of			de					Tsa'a ña yee in ya'a nuu ma'in sa'ma ka'nu ña Nkoyo .	And that's why there is an eagle in the middle of the Mexican flag.	Y por esto hay una ágila en el medio de la bandera Méxicana.
ña				that			che					Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
sa'ma ka'nu ña nkoyo				Mexican flag			la bandera de México					Sara nikintoo ti nuu sa'ma ii ña nani sa'ma ka'nu ña Nkoyo ;		
ñatsika		is this a verb "ña-"+ "tsika" or is this different? Meaning?		?			?					Cha inka iñu kua'a ñatsika chi ninu nuu niyaa inka numa yutu ka nania Yuku Xitu .		
ñatu'un		why "ña-" here?		the story			el cuento					Ñaño'o kuu iin ña ntakani ñatu'un tuyuku Ñuu Ka'nu .		
ntuu ñu so		"ntuu" + "ñu" + "so" (what are the parts to this!?)		?			?					Sara nikitsaa kuera inka tuku ntsan'cha kuera tu ntuu ñu so sara sana nchan'cha tu .	Then they started again to chop the tree down (?) and then it was felled.	
ñuu				town	the name of the town		pueblo	el nobre del pueblo				Tsa'a ña ntsaki na si'vi ñuu ka , Yoso Xnuviko a Xnuviko .	That's why the (?) name of the town is "Town of the Clouds" or "Down from the Clouds".	Por esto (?) el nobre del pueble es "Pueblo de las Nubes" o "Bajan las Nubes".
nuu ma'in ñuu				in the middle of town	town		en el centro del pueblo	pueblo				Inka kua saan kumi kuatsika nuu ma'in ñuu nuu ntsikaa tuyuku chi nuu veñu'u .		
ñuu				town			publo					Tatu nikuu saan , ka'ncha na tuyuku ntsikaa ye'e veñu'u ñuu Xnuviko yo .		
				Oaxaca City			Ciudad de Oaxaca					Yee in tuyuku ka'nu nchu'a ña inkaa in ñuu nani " El Tule " ñuu Ntua .	There is a very big Sabine tree that is in a town, which is called "El Tule" in Oaxaca City.	Hay un sabino muy grande que es en un pueblo, que se llama "El Tule" en la Ciudad de Oaxaca.

