xml_file,wav_file,token_n,start,end,orth,ipa_gold,ipa_notone,ipa_full_normalized,changed,source_corpus
DEM_PROX_this_01_02_spkrJS.xml,DEM_PROX_this_01_02_spkrJS.wav,1,0,1.40,yo'o,jo˥ʔo˧,joʔo,joʔo,yes,single-word
DEM_PROX_this_01_02_spkrJS.xml,DEM_PROX_this_01_02_spkrJS.wav,2,1.40,2.79,yo'o,jo˥ʔo˩,joʔo,joʔo,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,1,0.25,0.82,in,ĩː˧,ĩː,ĩː,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,2,0.82,1.47,uvi,o↘βi˩,oβi,oβi,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,3,1.47,2.21,uni,u˩ni˩,uni,uni,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,4,2.21,2.83,kumi,ku˩mi↗,kumi,kumi,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,5,2.83,3.63,u'un,ũ∙ʔm̩̰↘,ũʔm̩̰,ũʔm̩̰,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,6,3.63,4.55,iñu,ĩ˧ɲõ˧,ĩɲõ,ĩɲõ,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,7,4.55,5.52,utsa,u˩tsa↘,utsa,ut͡sa,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,8,5.52,6.33,una,ũ↘na˩,ũna,ũna,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,9,6.33,7.00,iin,i:↘,i:,i:,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,10,7.00,7.77,utsi,u↘tsi↘,utsi,ut͡si,yes,single-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,1,0,7.84,in,ĩː˥,ĩː,ĩː,yes,single-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,1,0,5.69,kumi,ku↘mi↗,kumi,kumi,yes,single-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,1,0,1.43,va'a,mba̰ː∙,mba̰ː,mba̰a̰,yes,single-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,2,1.43,2.64,va'a,ba̰ː˥,ba̰ː,ba̰a̰,yes,single-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,3,2.64,3.73,va'a,mβa̰ː↘,mβa̰ː,mβa̰a̰,yes,single-word
GRT_hello-how_are_you-form_01_spkrTS.xml,GRT_hello-how_are_you-form_01_spkrTS.wav,1,0,1.03,taku,t̪a˩ku˩,t̪aku,t̪aku,yes,single-word
GRT_hello-how_are_you_inf_02_spkrTS.xml,GRT_hello-how_are_you_inf_02_spkrTS.wav,1,0,0.69,taku,t̪a∙ku↗,t̪aku,t̪aku,yes,single-word
N-LOC_Yucunany_01_TS.xml,N-LOC_Yucunany_01_TS.wav,1,0,0.96,Yucunani,ju˧ku˥na˧ni˩,jukunani,jukunani,yes,single-word
N-V_pain-hurt-JS-TTS.xml,N-V_pain-hurt-JS-TTS.wav,,,,ii,iː↗,iː,ii,yes,single-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,1,0,1.95,chaa,tʃaː˩,tʃaː,t͡ʃaa,yes,single-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,2,1.95,3.79,chaa,tʃaː˩,tʃaː,t͡ʃaa,yes,single-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,1,0,1.47,ña'a,ɲã̰ː↗↘,ɲã̰ː,ɲã̰ː,yes,single-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,2,1.47,3.05,ña'a,ɲã̰ː↗↘,ɲã̰ː,ɲã̰ː,yes,single-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,1,0,0.79,yu'u,ju↗↘,ju,ju,yes,single-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,2,0.79,1.95,yu'u,ju↗↘,ju,ju,yes,single-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,3,1.95,2.98,yu'u,ju↗↘,ju,ju,yes,single-word
NP_a_fat_baby_01_spkrTS.xml,NP_a_fat_baby_01_spkrTS.wav,1,0,1.72,in,ĩː˧,ĩː,ĩː,yes,single-word
NP_a_fat_baby_02_spkrTS.xml,NP_a_fat_baby_02_spkrTS.wav,1,0,1.72,in,ĩː˧,ĩː,ĩː,yes,single-word
NP_new_bird_01_spkrJS.xml,NP_new_bird_01_spkrJS.wav,1,0,1.65,saa,sa:↘,sa:,sa:,yes,single-word
NP_new_bird_02_spkrJS.xml,NP_new_bird_02_spkrJS.wav,1,0,1.65,saa,sa:↘,sa:,sa:,yes,single-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,1,0.59,1.41,yu'u,ju↘ꜜ,ju,ju,yes,single-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,2,1.41,2.68,yu'u,ju↘ꜜ,ju,ju,yes,single-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,3,2.68,3.98,yu'u,ju˩,ju,ju,yes,single-word
NUM_five_01_spkrJS.xml,NUM_five_01_spkrJS.wav,1,0,0.66,u'un,ũ˥ʔũ↘,ũʔũ,ũʔũ,yes,single-word
NUM_five_02_spkrJS.xml,NUM_five_02_spkrJS.wav,1,0,0.72,u'un,ũ∙ʔũ↘,ũʔũ,ũʔũ,yes,single-word
NUM_nine_01_spkrJS.xml,NUM_nine_01_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_02_spkrJS.xml,NUM_nine_02_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_04_spkrJS.xml,NUM_nine_04_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_05_spkrJS.xml,NUM_nine_05_spkrJS.wav,1,0,0.48,iin,↘iː,iː,ii,yes,single-word
NUM_one_01_spkrJS.xml,NUM_one_01_spkrJS.wav,1,0,0.62,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_01_spkrTS.xml,NUM_one_01_spkrTS.wav,1,0,0.66,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_02_spkrJS.xml,NUM_one_02_spkrJS.wav,1,0,0.58,in,ĩː˥,ĩː,ĩː,yes,single-word
NUM_one_05_spkrJS.xml,NUM_one_05_spkrJS.wav,1,0,0.51,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_06_spkrJS.xml,NUM_one_06_spkrJS.wav,1,0,0.51,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_three_01_spkrTS.xml,NUM_three_01_spkrTS.wav,1,0,0.71,uni,u˩ni˩,uni,uni,yes,single-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,1,0,0.80,oko,o˩ko˩,oko,oko,yes,single-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,2,0.80,1.81,oko,o∙ko˩,oko,oko,yes,single-word
NUM_two_01_spkrTS.xml,NUM_two_01_spkrTS.wav,1,0,0.67,uvi,o↘βi˩,oβi,oβi,yes,single-word
NUM_two_02_spkrJS.xml,NUM_two_02_spkrJS.wav,1,0,0.77,uvi,u˩vi˩,uvi,uvi,yes,single-word
NUM_two_03_spkrJS.xml,NUM_two_03_spkrJS.wav,1,0,0.72,uvi,u˩vi˩,uvi,uvi,yes,single-word
NUM_two_04_spkrJS.xml,NUM_two_04_spkrJS.wav,1,0,0.87,,,,,no,single-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,1,0,1.58,chaka,tʃa˧ka˩,tʃaka,t͡ʃaka,yes,single-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,2,1.58,3.10,chaka,tʃa˧ka˩,tʃaka,t͡ʃaka,yes,single-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,3,3.10,4.57,chaka,tʃa˧ka˧,tʃaka,t͡ʃaka,yes,single-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,1,0,1.65,ita,i˥t̪a↘,it̪a,it̪a,yes,single-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,2,1.65,3.20,ita,i˥t̪a˩,it̪a,it̪a,yes,single-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,3,3.20,4.86,ita,i˥t̪a↘,it̪a,it̪a,yes,single-word
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,1,0,1.80,sa'an,sã̰˩ʔã̰˥,sã̰ʔã̰,sã̰ʔã̰,yes,single-word
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,2,1.80,3.21,sa'an,sã̰ː↘↗,sã̰ː,sã̰ː,yes,single-word
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,3,3.21,4.68,sa'an xchila,sã̰ː↘↗ꜜʃtʃi˥la˩,sã̰ːʃtʃila,sã̰ːʃt͡ʃila,yes,single-word
N_LANG_MIX_poor-language_01_02_03_TS.xml,N_LANG_MIX_poor-language_01_02_03_TS.wav,1,0,2.12,sa'an ntavi,sa̰∙ʔã˥nda˥vi˩,sa̰ʔãndavi,saʔãndavi,yes,single-word
N_LANG_MIX_poor-language_01_02_03_TS.xml,N_LANG_MIX_poor-language_01_02_03_TS.wav,2,2.12,3.30,sa'an ntavi,sã̰∙ʔã˥nda˥vi˩,sã̰ʔãndavi,sã̰ʔãndavi,yes,single-word
N_LANG_MIX_poor-language_01_02_03_TS.xml,N_LANG_MIX_poor-language_01_02_03_TS.wav,3,3.30,4.72,sa'an,sã˩ʔã˥,sãʔã,sãʔã,yes,single-word
N_LOC_Mixtepec_01_spkrJS.xml,N_LOC_Mixtepec_01_spkrJS.wav,1,0,1.08,Xnuviko,ʃnũː ↘↗bi˥ko˥,ʃnũː biko,ʃnũː biko,yes,single-word
N_LOC_Mixtepec_02_spkrJS.xml,N_LOC_Mixtepec_02_spkrJS.wav,2,0,1.08,Xnuviko,ʃnũː˥βi˥ko˥,ʃnũːβiko,ʃnũːβiko,yes,single-word
N_animal_01_02_JS.xml,N_animal_01_02_JS.wav,1,0,0.94,kiti,ki↘t̪i↗,kit̪i,kit̪i,yes,single-word
N_animal_01_02_JS.xml,N_animal_01_02_JS.wav,2,0.94,1.96,kiti,k↘it̪i↗,kit̪i,kit̪i,yes,single-word
N_animal_horse_01_spkrJS.xml,N_animal_horse_01_spkrJS.wav,1,0,0.57,kiti,,,,no,single-word
N_animal_horse_02_spkrJS.xml,N_animal_horse_02_spkrJS.wav,1,0,0.57,kiti,,,,no,single-word
N_animal_horse_1st_pl_01_spkrJS.xml,N_animal_horse_1st_pl_01_spkrJS.wav,1,0,1.14,kiti,ki↘t̪i˩,kit̪i,kit̪i,yes,single-word
N_animal_horse_1st_sg_02_spkrJS.xml,N_animal_horse_1st_sg_02_spkrJS.wav,2,0,0.85,kiti̠,ki↘t̪iːR_F,kit̪iːR_F,kit̪iiR_F,yes,single-word
N_animal_horse_POSS_1st_sg_02_spkrJS.xml,N_animal_horse_POSS_1st_sg_02_spkrJS.wav,1,0,0.79,kiti yu,ki↘t̪↗↘iː,kit̪iː,kit̪ii,yes,single-word
N_bird_01_spkrTS.xml,N_bird_01_spkrTS.wav,1,0,0.60,saa,saːL,saːL,saaL,no,single-word
N_bird_02_spkrTS.xml,N_bird_02_spkrTS.wav,1,0,0.58,saa,saː˩,saː,saa,yes,single-word
N_black_bird_01_TS.xml,N_black_bird_01_TS.wav,1,0,1.15,saa,sa:↘,sa:,sa:,yes,single-word
N_blood_01_spkrJS.xml,N_blood_01_spkrJS.wav,1,0,0.93,niin,nĩː↗,nĩː,nĩː,yes,single-word
N_blood_02_spkrJS.xml,N_blood_02_spkrJS.wav,1,0,0.84,niin,nĩː↗,nĩː,nĩː,yes,single-word
N_booger_03_spkrJS.xml,N_booger_03_spkrJS.wav,1,0,0.78,la'la,la˩ʔla˩,laʔla,laʔla,yes,single-word
N_booger_04_spkrJS.xml,N_booger_04_spkrJS.wav,1,0,0.78,la'la,la˩ʔla˩,laʔla,laʔla,yes,single-word
N_bull_01_02_JS.xml,N_bull_01_02_JS.wav,1,0,1.05,stiki,sti↘ki↗,stiki,stiki,yes,single-word
N_bull_01_02_JS.xml,N_bull_01_02_JS.wav,2,1.05,2.10,stiki,sti↘ki↗,stiki,stiki,yes,single-word
N_cactus-javi_01_02_03_JS.xml,N_cactus-javi_01_02_03_JS.wav,1,0,0.72,javi,ja↘v↗i,javi,javi,yes,single-word
N_cactus-javi_01_02_03_JS.xml,N_cactus-javi_01_02_03_JS.wav,2,0.72,1.49,javi,ja↘vi↗,javi,javi,yes,single-word
N_cactus-javi_01_02_03_JS.xml,N_cactus-javi_01_02_03_JS.wav,3,1.49,2.40,javi,ja↘vi↗,javi,javi,yes,single-word
N_cat_04_JS.xml,N_cat_04_JS.wav,1,0,0.77,vilu,βi˥luː˥,βiluː,βiluu,yes,single-word
N_chicken_01_02_spkrTS.xml,N_chicken_01_02_spkrTS.wav,1,0,0.68,chuun,tʃũː↘↗,tʃũː,t͡ʃũː,yes,single-word
N_chicken_01_02_spkrTS.xml,N_chicken_01_02_spkrTS.wav,2,0.68,1.36,chuun,tʃũː↘↗,tʃũː,t͡ʃũː,yes,single-word
N_chicken_01_TS.xml,N_chicken_01_TS.wav,1,0,0.59,chuun,,,,no,single-word
N_chicken_1st_pl_02_spkrJS.xml,N_chicken_1st_pl_02_spkrJS.wav,1,0,1.00,chuun,tʃũː↘↗,tʃũː,t͡ʃũː,yes,single-word
N_child_01_02_03_JS.xml,N_child_01_02_03_JS.wav,1,0,0.82,suluu,su˥luː˥,suluː,suluu,yes,single-word
N_child_01_02_03_JS.xml,N_child_01_02_03_JS.wav,2,0.82,1.64,suluu,su˥luː˥,suluː,suluu,yes,single-word
N_child_01_02_03_JS.xml,N_child_01_02_03_JS.wav,3,1.64,2.48,suluu,su˥l˥uː,suluː,suluu,yes,single-word
N_child_baby_01_spkrTS.xml,N_child_baby_01_spkrTS.wav,1,0,0.81,suluu,"sul˥
                     ˥u:","sul
                     u:","sul
                     u:",yes,single-word
N_child_baby_02_spkrTS.xml,N_child_baby_02_spkrTS.wav,1,0,0.80,suluu,su˥lu:˥ꜜ,sulu:,sulu:,yes,single-word
N_cloud_01_spkrJS.xml,N_cloud_01_spkrJS.wav,1,0,0.92,viko,ᵐbḭ˩ko↗,ᵐbḭko,ᵐbḭko,yes,single-word
N_cloud_02_spkrJS.xml,N_cloud_02_spkrJS.wav,1,0,0.73,viko,ᵐb˩iko↗,ᵐbiko,ᵐbiko,yes,single-word
N_coffee_01_02_TS.xml,N_coffee_01_02_TS.wav,1,0,0.65,kafé,ka˩fɛ˥,kafɛ,kafɛ,yes,single-word
N_coffee_01_02_TS.xml,N_coffee_01_02_TS.wav,2,0.65,1.51,kafé,ka˩fɛ˥ꜜ,kafɛ,kafɛ,yes,single-word
N_corn_uncooked_01_spkrJS.xml,N_corn_uncooked_01_spkrJS.wav,1,0,0.73,nii,nĩː↘↗,nĩː,nĩː,yes,single-word
N_corn_uncooked_02_spkrJS.xml,N_corn_uncooked_02_spkrJS.wav,1,0,0.77,,,,,no,single-word
N_crow_01_TS.xml,N_crow_01_TS.wav,1,0,0.85,tikaka,t̪i˩ka˩ka˥,t̪ikaka,t̪ikaka,yes,single-word
N_day_01_02_spkrJS.xml,N_day_01_02_spkrJS.wav,1,0,0.99,kii,kiː↘↗,kiː,kii,yes,single-word
N_day_01_02_spkrJS.xml,N_day_01_02_spkrJS.wav,2,0.99,2.27,kii,kiː↘↗,kiː,kii,yes,single-word
N_day_01_spkrTS.xml,N_day_01_spkrTS.wav,1,0,0.63,<li k i:_R >lf,kiː↗,kiː,kii,yes,single-word
N_day_02_spkrTS.xml,N_day_02_spkrTS.wav,1,0,0.69,kii,kiː↗,kiː,kii,yes,single-word
N_door_01_02_03_spkrTS.xml,N_door_01_02_03_spkrTS.wav,1,0,0.94,ye'e,jɛ↗ʔɛ↘,jɛʔɛ,jɛʔɛ,yes,single-word
N_door_01_02_03_spkrTS.xml,N_door_01_02_03_spkrTS.wav,2,0.94,1.87,ye'e,jɛ↗ʔɛ↘,jɛʔɛ,jɛʔɛ,yes,single-word
N_door_01_02_03_spkrTS.xml,N_door_01_02_03_spkrTS.wav,3,1.87,2.73,ye'e,jɛ↗ʔɛ↘,jɛʔɛ,jɛʔɛ,yes,single-word
N_dust_dirt_01_02_03_spkrTS.xml,N_dust_dirt_01_02_03_spkrTS.wav,1,0,0.92,yaka,ja↗ka↘,jaka,jaka,yes,single-word
N_dust_dirt_01_02_03_spkrTS.xml,N_dust_dirt_01_02_03_spkrTS.wav,2,0.92,1.90,yaka,ja↗ka↘,jaka,jaka,yes,single-word
N_dust_dirt_01_02_03_spkrTS.xml,N_dust_dirt_01_02_03_spkrTS.wav,3,1.90,2.87,yaka,ja↗ka↘,jaka,jaka,yes,single-word
N_fire_01_spkrJS.xml,N_fire_01_spkrJS.wav,1,0,1.17,ñu'un,ɲũ˥ʔõ↘,ɲũʔõ,ɲũʔõ,yes,single-word
N_fruit_01_spkrJS.xml,N_fruit_01_spkrJS.wav,1,0,0.54,kui'i,kwi˧ʔi↗,kwiʔi,kwiʔi,yes,single-word
N_fruit_1pl_01_JS.xml,N_fruit_1pl_01_JS.wav,1,0,1.02,kui'i,kwi˧ʔi˥ꜜ,kwiʔi,kwiʔi,yes,single-word
N_fruit_1st_sg_01_spkrJS.xml,N_fruit_1st_sg_01_spkrJS.wav,1,0,0.68,kui'i,kwḭ↘ʔi↗↘,kwḭʔi,kwiʔi,yes,single-word
N_fruit_1st_sg_02_spkrJS.xml,N_fruit_1st_sg_02_spkrJS.wav,2,0,0.68,kui'i̠,kwḭ˥ʔiːR_F,kwḭʔiːR_F,kwiʔiiR_F,yes,single-word
N_hail_01_spkrJS.xml,N_hail_01_spkrJS.wav,1,0,0.64,iin,ĩː˥,ĩː,ĩː,yes,single-word
N_hawk_01_TS.xml,N_hawk_01_TS.wav,1,0,0.83,xi'an,ʃĩ˥ʔãː↘,ʃĩʔãː,ʃĩʔãː,yes,single-word
N_heart_01_spkrTS.xml,N_heart_01_spkrTS.wav,1,0,0.61,ana,a˥na↘,ana,ana,yes,single-word
N_heart_02_spkrTS.xml,N_heart_02_spkrTS.wav,1,0,0.60,ana,a˥ꜜna↘,ana,ana,yes,single-word
N_holy_water_01_spkrTS.xml,N_holy_water_01_spkrTS.wav,1,0,1.47,chikuii,ʧi∙kwi↗,ʧikwi,t͡ʃikwi,yes,single-word
N_holy_water_02_spkrTS.xml,N_holy_water_02_spkrTS.wav,2,0,1.47,chikuii,ʧkwi↗,ʧkwi,t͡ʃkwi,yes,single-word
N_honey_01_02_03_TS.xml,N_honey_01_02_03_TS.wav,1,0,0.86,ntuxi,nd̪u∙ʃi˩,nd̪uʃi,nd̪uʃi,yes,single-word
N_honey_01_02_03_TS.xml,N_honey_01_02_03_TS.wav,2,0.86,1.67,ntuxi,nd̪u˩ʃi˩,nd̪uʃi,nd̪uʃi,yes,single-word
N_honey_01_02_03_TS.xml,N_honey_01_02_03_TS.wav,3,1.67,2.69,ntuxi,nd̪u∙ʃi˩,nd̪uʃi,nd̪uʃi,yes,single-word
N_husband_02_spkrJS.xml,N_husband_02_spkrJS.wav,1,0,0.64,iin,ĩː↘↗,ĩː,ĩː,yes,single-word
N_husband_03_spkrJS.xml,N_husband_03_spkrJS.wav,1,0,0.64,iin,ĩː↘↗,ĩː,ĩː,yes,single-word
N_husband_05_spkrJS.xml,N_husband_05_spkrJS.wav,1,0,0.64,iin,iː↘↗,iː,ii,yes,single-word
N_husband_06_spkrJS.xml,N_husband_06_spkrJS.wav,1,0,0.51,iin,ĩː↘↗,ĩː,ĩː,yes,single-word
N_husband_pl_01_spkrJS.xml,N_husband_pl_01_spkrJS.wav,1,0,1.08,kue,we˧,we,we,yes,single-word
N_mint-herb_01_02_03_TS.xml,N_mint-herb_01_02_03_TS.wav,1,0,1.45,minu,mi↘nu˥,minu,minu,yes,single-word
N_mint-herb_01_02_03_TS.xml,N_mint-herb_01_02_03_TS.wav,2,1.45,2.95,minu,mi↘nu˥,minu,minu,yes,single-word
N_mint-herb_01_02_03_TS.xml,N_mint-herb_01_02_03_TS.wav,3,2.95,4.90,minu,mi˩nu↗,minu,minu,yes,single-word
N_mixtec_people_01_02_03_TS.xml,N_mixtec_people_01_02_03_TS.wav,1,0,1.35,se'e,se↘ʔɛ↗,seʔɛ,seʔɛ,yes,single-word
N_mixtec_people_01_02_03_TS.xml,N_mixtec_people_01_02_03_TS.wav,2,1.35,2.62,se'e,sḛ∙ʔɛ̰↗,sḛʔɛ̰,seʔɛ̰,yes,single-word
N_mixtec_people_01_02_03_TS.xml,N_mixtec_people_01_02_03_TS.wav,3,2.62,3.82,se'e,sḛ↘ʔɛ↗,sḛʔɛ,seʔɛ,yes,single-word
N_mother_01_spkrJS.xml,N_mother_01_spkrJS.wav,1,0,0.82,maa,maː˧,maː,maa,yes,single-word
N_mother_02_spkrTS.xml,N_mother_02_spkrTS.wav,1,0,0.47,maa,mãː˧,mãː,mãː,yes,single-word
N_mother_03_spkrTS.xml,N_mother_03_spkrTS.wav,1,0,0.47,maa,mãː˧,mãː,mãː,yes,single-word
N_mother_1st_sg_01_spkrTS.xml,N_mother_1st_sg_01_spkrTS.wav,1,0,2.18,maa,mãː˧,mãː,mãː,yes,single-word
N_mother_1st_sg_02_spkrTS.xml,N_mother_1st_sg_02_spkrTS.wav,1,0,0.64,maa,mãː˧,mãː,mãː,yes,single-word
N_mother_POSS_2nd_sg_form_01_02.xml,N_mother_POSS_2nd_sg_form_01_02.wav,1,0,1.20,maa,maː˧,maː,maa,yes,single-word
N_mother_POSS_2nd_sg_form_01_02.xml,N_mother_POSS_2nd_sg_form_01_02.wav,2,1.20,2.39,maa,maː˧,maː,maa,yes,single-word
N_mother_POSS_2nd_sg_inf_01_02.xml,N_mother_POSS_2nd_sg_inf_01_02.wav,1,0,1.23,maa,maː˧,maː,maa,yes,single-word
N_mother_POSS_2nd_sg_inf_01_02.xml,N_mother_POSS_2nd_sg_inf_01_02.wav,2,1.23,2.47,maa,maː˧,maː,maa,yes,single-word
N_mourning_dove_01_TS.xml,N_mourning_dove_01_TS.wav,1,0,0.91,lakuku,la˩ku˥ku˧˥,lakuku,lakuku,yes,single-word
N_mud_01_02_03_spkrTS.xml,N_mud_01_02_03_spkrTS.wav,1,0,0.79,ncha'i,ndʒa˩ʔi˩,ndʒaʔi,nd͡ʒaʔi,yes,single-word
N_mud_01_02_03_spkrTS.xml,N_mud_01_02_03_spkrTS.wav,2,0.79,1.91,ncha'i,ndʒa˩ʔi˩,ndʒaʔi,nd͡ʒaʔi,yes,single-word
N_mud_01_02_03_spkrTS.xml,N_mud_01_02_03_spkrTS.wav,3,1.91,2.87,ncha'i,ndʒa∙ʔi˩,ndʒaʔi,nd͡ʒaʔi,yes,single-word
N_nothing_01_spkrTS.xml,N_nothing_01_spkrTS.wav,1,0,0.65,koo,kɔː↘,kɔː,kɔɔ,yes,single-word
N_owl_01_TS.xml,N_owl_01_TS.wav,1,0,0.75,chumi,ʧu↘mi↗,ʧumi,t͡ʃumi,yes,single-word
N_parrot_01_02_TS.xml,N_parrot_01_02_TS.wav,1,0,1.18,loro,loː↗ro↘,loːro,looro,yes,single-word
N_parrot_01_02_TS.xml,N_parrot_01_02_TS.wav,2,1.18,2.55,loro,loː↗↘ꜜro,loːro,looro,yes,single-word
N_peach_02_spkrJS.xml,N_peach_02_spkrJS.wav,1,0,0.43,nche'e,nʤɛ̰˧ʔɛ̰↗,nʤɛ̰ʔɛ̰,nd͡ʒɛʔɛ̰,yes,single-word
N_people_children_offspring_01_02_TS.xml,N_people_children_offspring_01_02_TS.wav,1,0,0.89,se'e,sɛ̰∙ʔɛ↘,sɛ̰ʔɛ,sɛʔɛ,yes,single-word
N_people_children_offspring_01_02_TS.xml,N_people_children_offspring_01_02_TS.wav,2,0.89,1.77,se'e,sɛ̰∙ʔɛ↘,sɛ̰ʔɛ,sɛʔɛ,yes,single-word
N_rabbit_1pl_01_JS.xml,N_rabbit_1pl_01_JS.wav,1,0,1.36,salurru,sa˥luː˥ꜛru↘,saluːꜛru,saluuꜛru,yes,single-word
N_rooster_01_TS.xml,N_rooster_01_TS.wav,1,0,0.64,to'lo,to˥ʔlo˩,toʔlo,toʔlo,yes,single-word
N_saa_savi_01_spkrFS.xml,N_saa_savi_01_spkrFS.wav,1,0,0.82,sa'an,sãː↗,sãː,sãː,yes,single-word
N_salt_01_02_03_05_06_JS.xml,N_salt_01_02_03_05_06_JS.wav,1,0,0.66,iin,,,,no,single-word
N_salt_01_02_03_05_06_JS.xml,N_salt_01_02_03_05_06_JS.wav,2,0.66,1.56,iin,ĩː↗,ĩː,ĩː,yes,single-word
N_salt_01_02_03_05_06_JS.xml,N_salt_01_02_03_05_06_JS.wav,3,1.56,2.24,iin,ĩː↗,ĩː,ĩː,yes,single-word
N_salt_01_02_03_05_06_JS.xml,N_salt_01_02_03_05_06_JS.wav,4,2.24,2.96,iin,iː↗,iː,ii,yes,single-word
N_salt_01_02_03_05_06_JS.xml,N_salt_01_02_03_05_06_JS.wav,5,2.96,3.93,iin,ĩː↗,ĩː,ĩː,yes,single-word
N_scrub_jay_01_TS.xml,N_scrub_jay_01_TS.wav,1,0,0.69,kuilu,kwɪ↗li˧,kwɪli,kwɪli,yes,single-word
N_sister_01_02_JS.xml,N_sister_01_02_JS.wav,1,0,0.71,kua'a,kwa↘ʔa↗,kwaʔa,kwaʔa,yes,single-word
N_sister_01_02_JS.xml,N_sister_01_02_JS.wav,2,0.71,1.42,kua'a,,,,no,single-word
N_skin_05_JS.xml,N_skin_05_JS.wav,1,0,0.54,iin,,,,no,single-word
N_star_01_02_TS.xml,N_star_01_02_TS.wav,1,0,0.65,chuun,tʃũː↘,tʃũː,t͡ʃũː,yes,single-word
N_star_01_02_TS.xml,N_star_01_02_TS.wav,2,0.65,1.30,chuun,tʃũː↘,tʃũː,t͡ʃũː,yes,single-word
N_sun_02_JS.xml,N_sun_02_JS.wav,1,0,1.08,nikanchii,ni˩ka˩ndʒiː↘↗,nikandʒiː,nikand͡ʒii,yes,single-word
