file,channels,samplerate,duration_sec,format
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_DEC_speak_1s_saa_savi_01_02_TS.wav,1,96000,3.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_EQTV_be_teachers_1st_pl_incl_sister_1st_sg_brother_1st_sg_1st_01_sg_spkrTS.wav,1,96000,5.18,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_am_happy_01_02_TS.wav,1,96000,3.2,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_am_not_eating_breakfast_right_now_Im_reading_a_book_01_spkrTS.wav,1,96000,3.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_ate_bread_and_cheese_for_breakfast_this_morning_01_spkrTS.wav,1,96000,2.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_eat_food_every_morning_01_02_03_TS.wav,1,96000,5.53,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_left_before_my_sister-my_sister_left_after_I_left_01_02_TS.wav,1,96000,6.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_stepped_on_a_scorpion_01_02_TS.wav,1,96000,3.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_want_to_wear_his_shoes_01_02_TS.wav,1,96000,5.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_was_going_to_school_yesterday_when_I_fell_down_01_spkrTS.wav,1,96000,3.85,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_will_give_money_01_JS.wav,1,96000,1.44,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_will_give_money_to_Jack_01_JS.wav,1,96000,2.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_will_not_give_money_02_JS.wav,1,96000,1.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_I_will_not_give_money_to_Jack_02_JS.wav,1,96000,2.17,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_LOC_I_am_in_the_wilderness_01_02_TS.wav,1,96000,3.41,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_LOC_friend_1s_inside_01_02_03_TS.wav,1,96000,5.33,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_LOC_the_clouds_are_high-up_01_02_03_TS.wav,1,96000,6.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN-ARVL_2s_inf_is_coming_01_02_03_TS.wav,1,96000,2.35,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN-HM_1_pl_exl_are_going_home_01_02_03_TS.wav,1,96000,4.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN-HM_3sg_inf_arrive_at_home_here_01_02_03_TS.wav,1,96000,5.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_3rd_sg_inf_is_going_to_work_01_02_TS.wav,1,96000,3.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_3s_inf_was_in_Yucanani_then_went_to_Mixtepec_01_02_03_TS.wav,1,96000,10.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_I_am_walking_through_the_forest_01_02_03_TS.wav,1,96000,5.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_I_passed_over_the_bridge_01_02_03_TS.wav,1,96000,6.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_dog_walk_towards_children_01_02_TS.wav,1,96000,5.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_dogs_walk_PROG_away-from_eachother_01_02_03_TS.wav,1,96000,5.74,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_the_elders_are_coming_01_02_03_TS.wav,1,96000,5.09,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_the_elders_are_returning_01_02_03_TS.wav,1,96000,5.44,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_the_elders_come_here_03_04_TS.wav,1,96000,4.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_the_goat_jumped_over_the_armadillo_01_02_03_TS.wav,1,96000,9.46,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_MTN_walk_then_go_left_then_go_right_01_02_03_TS.wav,1,96000,13.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_QNTY_few_people_ate_01_02_03_TS.wav,1,96000,4.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_QNTY_nobody_went_3rd_sg_form_home_01_spkrTS.wav,1,96000,1.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_I_heard_your_car_broke_down_ANS_yes_it_did_01_JS.wav,1,22050,1.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_I_heard_your_car_broke_down_ANS_yes_it_did_02_JS.wav,1,22050,1.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_WH-what_happened_to_your_car_2s_inf_02_JS.wav,1,22050,2.1,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_WH_TEMP_what_time_want_2nd_sg_V_eat_01_02_03_TS.wav,1,96000,6.39,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_WH_who_read_a_book_COMPL_01_JS.wav,1,22050,2.16,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_Y-N_is_it_raining_01_spkrTS.wav,1,32000,1.09,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_Y-N_is_it_raining_02_spkrTS.wav,1,32000,1.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_Y-N_speak_2nd_sg_inf2_saa_savi_ANS_AFRM_speak_1st_sg_saa_savi_01_spkrTS.wav,1,96000,1.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_inf_see_me_01_02_spkrTS.wav,1,96000,2.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_inf_see_yourself_ANS_NEG_no_I_dont_see_myself_01_02_spkrTS.wav,1,96000,4.4,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_inf_see_yourself_ANS_yes_I_see_myself_01_02_spkrTS.wav,1,96000,2.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_speak_saa_savi_01_02_spkrTS.wav,1,96000,3.3,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_speak_saa_savi_ANS_NEG2_I_dont_speak_saa_savi_01_02_spkrTS.wav,1,96000,3.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_speak_saa_savi_ANS_NEG_I_dont_speak_saa_savi_01_02_spkrTS.wav,1,96000,4.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_do_you_speak_saa_savi_ANS_yes_I_speak_saa_savi_01_02_spkrTS.wav,1,96000,4.0,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_is_it_sunny_today_02_TS.wav,1,32000,1.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_what_did_the_boys_eat_01_spkrTS.wav,1,96000,1.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_what_happened_02_spkrTS.wav,1,32000,0.91,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_where_did_Claudia_eat_02_spkrTS.wav,1,96000,2.32,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_who_killed_who_01_spkrTS.wav,1,32000,1.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_who_killed_who_02_spkrTS.wav,1,32000,1.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_Q_who_read_a_book_02_spkrJS.wav,1,22050,2.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_STV_there_is_nothing_01_02_03_TS.wav,1,96000,4.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_TEMP_2nd_sg_inf_arrive_early_01_02_03_spkrTS.wav,1,96000,4.12,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_TEMP_SML_arrive_1st_pl_01_02_03_spkrTS.wav,1,96000,4.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_TEMP_leave_1st_sg_now_01_02_spkrTS.wav,1,96000,5.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_be-married_1s_NEG_01_02_TS.wav,1,96000,3.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_be-unhappy_worried_1s_01_02_TS.wav,1,96000,4.13,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_boil_3pl_form_f_the_meat_01_02_TS.wav,1,96000,3.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_chop_1s_yams_today_01_02_JS.wav,1,96000,3.95,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_chop_1st_sg_Fut_yams_01_spkrJS.wav,1,96000,1.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_climb_CMPL_the_little_kid_LOC_on_the_rock_01_02_03_TS.wav,1,96000,8.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_cockroach_beLOC_under_the_table_01_02_03_TS.wav,1,96000,11.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_cross-3sinf_the_river_tomorrow_01_02_03_TS.wav,1,96000,8.47,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_cross-3sinf_the_river_yesterday_01_02_03_TS.wav,1,96000,8.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_cross_3s_inf_the_river_everyday_01_02_TS.wav,1,96000,5.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_1s_FUT_beans_tomorrow_01_02_03_TS.wav,1,96000,6.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_1s_tortillas_COMPL_01_JS.wav,1,96000,1.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_1s_tortillas_IMP_01_02_JS.wav,1,96000,3.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_1st_sg_FUT_NEG_breakfast_ADV_sunday_02_spkrTS.wav,1,96000,1.6,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_3s_inf_IMP_when_the_phone_rang_01_TS.wav,1,96000,2.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_3s_inf_salt_02_JS.wav,1,96000,1.13,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_CMPL_1s_this_tortilla_not_that_one_01_02_03_TS.wav,1,96000,8.32,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_1pl_excl_everyday_01_02_03_TS.wav,1,96000,5.88,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_1pl_incl_everyday_01_02_TS.wav,1,96000,4.17,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_1s_everyday_01_02_TS.wav,1,96000,3.3,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_2s_form_everyday_TS_01_02.wav,1,96000,4.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_2s_inf_everyday_TS_01_02.wav,1,96000,4.22,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_3pl_f_all_everyday_01_TS.wav,1,96000,1.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_3pl_inf_everyday_01_TS.wav,1,96000,1.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_eat_breakfast_3s_inf_everyday_TS_01_02.wav,1,96000,2.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_everyone_went_3rd_pl_form_home_01_02_03_spkrTS.wav,1,96000,5.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_fish_swim_PRES_in_water_01_02_TS.wav,1,96000,4.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_fly_beLOC_table_01_02_03_TS.wav,1,96000,12.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_friend_1st_sg_LOC_outside_01_02_03_spkrTS.wav,1,96000,5.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_frog_LOC_bottom_of_the_basket_01_02_TS.wav,1,96000,4.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_frog_LOC_middle_of_the_basket_01_02_TS.wav,1,96000,3.15,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_frog_LOC_top_of_the_basket_01_02_TS.wav,1,96000,3.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_give_2s_inf_FUT_02_JS.wav,1,96000,0.93,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_grandmother-1s_loves_grandfather-1s_very_much_01_02_TS.wav,1,96000,6.04,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_house_LOC_middle_of_the_hill_01_spkrTS.wav,1,96000,1.91,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_house_LOC_top_of_the_hill_01_02_TS.wav,1,96000,4.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_it_is_hailing_01_02_JS.wav,1,96000,2.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_it_rained_yesterday_01_spkrTS.wav,1,96000,2.11,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_it_rains_everyday_in_november_01_02_03_TS.wav,1,96000,8.33,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_jump_1st_sg_COMPL_on_the_bed_01_spkrTS.wav,1,96000,1.27,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_jump_1st_sg_FUT_DIR_over_there-CONJ_then_V_pee_1st_sg_FUT_02_spkrJS.wav,1,96000,2.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_jump_1st_sg_FUT_on_the_bed_02_spkrTS.wav,1,96000,1.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_jump_1st_sg_on_the_bed_01_spkrTS.wav,1,96000,1.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_lion_eats_squirrel_01_spkrJS.wav,1,96000,2.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_live_1s_at_home_still_01_02_TS.wav,1,96000,3.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_live_at_home_1s_FUT_until_married_1s_01_02_TS.wav,1,96000,5.22,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_load_2nd_sg_inf_wood_LOC_on_the_donkey_01_02_03_TS.wav,1,96000,7.18,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_look_into_my_eyes_01_02_03_TS.wav,1,96000,6.19,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_mother_1pl_name_is_Herminia_01_TS.wav,1,96000,2.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_mother_aunts_1s_sew_clothes_01_02_TS.wav,1,96000,6.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_my_car_broke_down_01_spkrJS.wav,1,22050,1.28,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_my_car_broke_down_03_spkrJS.wav,1,22050,1.49,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_my_mother_wakes_up_early_01_spkrTS.wav,1,96000,1.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_my_siblings_are_older_than_I_02_TS.wav,1,96000,3.09,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_my_siblings_do_not_live_at_home_02_spkrTS.wav,1,96000,2.24,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_nine_husbands_eat_salt_05_spkrJS.wav,1,96000,2.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_run_1s_CMPL_yesterday_01_02_TS.wav,1,96000,4.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_run_1s_HAB_everyday_01_02_03_TS.wav,1,96000,4.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_see_1s_you_2s-inf_01_02_TS.wav,1,96000,2.1,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_she-grandmother_is_still_beautifull_01_02_TS.wav,1,96000,4.12,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_siblings_1s_are_older_and_they_dont_live_at_home_01_02_03_TS.wav,1,96000,14.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_sister-Maria_1st_sg_go_IMP_to_school_when_she_was_young_02_spkrTS.wav,1,96000,2.99,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_someone_told_me_your_2s_inf_car_broke_down_01_JS.wav,1,22050,3.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_someone_told_you_2s_inf_your_2s_inf_car_broke_down_JS.wav,1,44100,3.14,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_someone_told_you_3pl_inf_your_2s_inf_car_broke_down_JS.wav,1,44100,3.49,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_speak_1s_on_behalf_of_Pedro_01_02_03_TS.wav,1,96000,9.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stand_in_back_of_the_house_01_02_TS.wav,1,96000,3.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stand_in_front_of_the_house_01_02_03_TS.wav,1,96000,3.97,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stand_on_the_side_of_the_house_02_TS.wav,1,96000,1.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stay_at_FUT_home_tomorrow_1s_01_02_03_TS.wav,1,96000,6.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stay_at_FUT_home_tomorrow_3s_inf_01_02_03_TS.wav,1,96000,5.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stay_at_PRES_home_today_1s_01_02_03_TS.wav,1,96000,6.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stay_at_PST_home_the_other_day_1s_01_02_03_TS.wav,1,96000,6.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_stay_at_PST_the_other_day_3s_inf_01_02_03_TS.wav,1,96000,7.35,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_that_beautiful_woman_eats_chicken_1st_pl_01_spkrJS.wav,1,96000,3.56,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_that_beautiful_woman_eats_chicken_1st_sg_01_spkrJS.wav,1,96000,3.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_that_beautiful_woman_eats_the_chicken_02_JS.wav,1,96000,3.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the-that_priest_hit_1st_sg_01_JS.wav,1,22050,2.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_bat_fly_COMPL_get_up_out_of_COMPL_the_cave_01_02_TS.wav,1,96000,7.35,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_bat_fly_COMPL_to_the_cave_enter_COMPL_02_03_TS.wav,1,96000,6.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_bat_fly_FUT_into_the_cave_01_02_03_TS.wav,1,96000,7.98,WAV
